lsoa_code,e_i,u_i,V_i,london_income_decile,mismatch_category
E01001042,3,0.0377302597726337,497.0,2,Saturated / potentially underprovided
E01001044,2,0.0161070119589602,766.0,8,Apparently adequate
E01001046,1,0.0499718364162808,573.0,8,Saturated / potentially underprovided
E01001047,0,,492.0,4,"Low-demand, no provision"
E01001049,0,,746.0,10,Demand-implied desert
E01001050,3,0.0013612397118698,457.0,5,Apparently adequate
E01001051,1,0.0,446.0,1,Apparently adequate
E01001052,0,,451.00000000000006,1,"Low-demand, no provision"
E01001053,0,,598.0000000000001,3,Demand-implied desert
E01001054,0,,580.0,2,Demand-implied desert
E01001055,0,,558.0,2,Demand-implied desert
E01001056,2,0.0,492.0,1,Apparently adequate
E01001057,0,,437.0,1,"Low-demand, no provision"
E01001058,0,,661.0,7,Demand-implied desert
E01001059,0,,715.0,6,Demand-implied desert
E01001060,0,,788.0,5,Demand-implied desert
E01001061,0,,760.0000000000001,6,Demand-implied desert
E01001062,0,,808.0,9,Demand-implied desert
E01001063,1,0.0599232253025793,778.0000000000001,9,Saturated / potentially underprovided
E01001064,0,,927.0,9,Demand-implied desert
E01001065,0,,723.0,8,Demand-implied desert
E01001066,1,0.081233796292824,478.99999999999994,1,Saturated / potentially underprovided
E01001067,1,0.0550555555540123,959.0,10,Saturated / potentially underprovided
E01001068,0,,984.0,7,Demand-implied desert
E01001069,1,0.032157021601466,723.0,9,Saturated / potentially underprovided
E01001070,1,0.0,881.0000000000001,6,Apparently adequate
E01001071,0,,991.0,8,Demand-implied desert
E01001072,0,,965.0,10,Demand-implied desert
E01001073,1,0.0,617.0,8,Apparently adequate
E01001074,0,,850.0000000000002,5,Demand-implied desert
E01001075,3,0.0333665766404963,718.0,7,Saturated / potentially underprovided
E01001076,1,0.0466678240687371,595.0,2,Saturated / potentially underprovided
E01001077,0,,666.0,6,Demand-implied desert
E01001078,0,,548.0,2,Demand-implied desert
E01001079,1,0.0,628.0,1,Apparently adequate
E01001080,0,,425.0,1,"Low-demand, no provision"
E01001081,0,,622.0000000000001,3,Demand-implied desert
E01001082,0,,652.0000000000001,3,Demand-implied desert
E01001083,0,,691.0,8,Demand-implied desert
E01001084,1,0.0,839.0,9,Apparently adequate
E01001085,2,0.0,519.0,5,Apparently adequate
E01001086,1,0.0,638.0,6,Apparently adequate
E01001087,1,0.1628560956747685,770.0,2,Saturated / potentially underprovided
E01001088,0,,598.9999999999999,5,Demand-implied desert
E01001089,3,0.0047692901233281,490.0,4,Apparently adequate
E01001090,1,0.0118487654313271,683.0,4,Apparently adequate
E01001091,1,0.0,669.9999999999999,7,Apparently adequate
E01001092,0,,859.0,6,Demand-implied desert
E01001093,1,0.0,797.0,7,Apparently adequate
E01001094,0,,1001.0,10,Demand-implied desert
E01001095,0,,595.0,5,Demand-implied desert
E01001096,0,,773.0,10,Demand-implied desert
E01001097,4,0.0244014917660268,754.0,4,Saturated / potentially underprovided
E01001098,0,,814.0,10,Demand-implied desert
E01001099,0,,678.0,6,Demand-implied desert
E01001100,0,,687.9999999999998,9,Demand-implied desert
E01001101,0,,856.0,10,Demand-implied desert
E01001102,0,,845.0,9,Demand-implied desert
E01001103,0,,911.0,10,Demand-implied desert
E01001104,0,,908.0,9,Demand-implied desert
E01001105,0,,895.0,7,Demand-implied desert
E01001106,0,,828.0,8,Demand-implied desert
E01001107,0,,956.0,9,Demand-implied desert
E01001108,0,,1002.0,10,Demand-implied desert
E01001109,0,,586.0,3,Demand-implied desert
E01001110,0,,513.0,2,"Low-demand, no provision"
E01001111,0,,509.0,5,"Low-demand, no provision"
E01001112,0,,607.0,3,Demand-implied desert
E01001113,1,0.0,586.0,4,Apparently adequate
E01001114,0,,418.0,1,"Low-demand, no provision"
E01001115,0,,493.0,2,"Low-demand, no provision"
E01001116,2,0.0,415.0,4,Apparently adequate
E01001118,0,,553.0,2,Demand-implied desert
E01001119,0,,828.0,9,Demand-implied desert
E01001120,0,,688.0,9,Demand-implied desert
E01001121,0,,860.0,10,Demand-implied desert
E01001122,0,,734.0,10,Demand-implied desert
E01001123,0,,898.0,10,Demand-implied desert
E01001124,0,,939.0,10,Demand-implied desert
E01001125,0,,800.0,8,Demand-implied desert
E01001126,0,,824.0,9,Demand-implied desert
E01001127,0,,902.0,9,Demand-implied desert
E01001128,0,,535.0,1,Demand-implied desert
E01001129,0,,827.0,10,Demand-implied desert
E01001130,1,0.0,427.0,1,Apparently adequate
E01001131,0,,773.0,7,Demand-implied desert
E01001132,0,,932.0,9,Demand-implied desert
E01001133,0,,836.0000000000001,8,Demand-implied desert
E01001134,0,,859.0,8,Demand-implied desert
E01001135,0,,868.9999999999998,9,Demand-implied desert
E01001136,2,0.0672550154307484,562.0,4,Saturated / potentially underprovided
E01001137,4,0.0,690.0,7,Apparently adequate
E01001138,3,0.0,522.0,7,Apparently adequate
E01001139,1,0.0,592.0,8,Apparently adequate
E01001140,0,,558.0,7,Demand-implied desert
E01001141,0,,427.0,4,"Low-demand, no provision"
E01001142,1,0.0,698.9999999999999,7,Apparently adequate
E01001143,0,,571.0,3,Demand-implied desert
E01001144,4,0.0608492959089023,469.00000000000006,4,Saturated / potentially underprovided
E01001145,0,,416.0,2,"Low-demand, no provision"
E01001146,1,0.0,586.0,6,Apparently adequate
E01001147,0,,558.0,3,Demand-implied desert
E01001148,2,0.0,621.0,4,Apparently adequate
E01001149,1,0.0305613425918209,566.0000000000001,6,Saturated / potentially underprovided
E01001150,1,0.0195725308640046,636.0000000000001,7,Saturated / potentially underprovided
E01001151,1,0.0214513888881172,507.0,2,Saturated / potentially underprovided
E01001152,1,0.0,483.0,2,Apparently adequate
E01001153,1,0.0,523.0,5,Apparently adequate
E01001154,1,0.0,541.0,3,Apparently adequate
E01001155,0,,354.99999999999994,1,"Low-demand, no provision"
E01001156,3,0.0,576.0,5,Apparently adequate
E01001157,0,,710.0,5,Demand-implied desert
E01001158,1,0.0451805555540123,557.0,6,Saturated / potentially underprovided
E01001159,1,0.0,800.0,7,Apparently adequate
E01001160,0,,858.0,5,Demand-implied desert
E01001161,0,,558.0,1,Demand-implied desert
E01001162,5,0.0021985339504629,617.0,4,Apparently adequate
E01001163,2,0.0081565393515624,763.0,7,Apparently adequate
E01001164,1,0.0222623456778549,694.0,6,Saturated / potentially underprovided
E01001165,3,0.033840727880144,586.0,6,Saturated / potentially underprovided
E01001166,2,0.136517457558449,485.0,2,Saturated / potentially underprovided
E01001167,2,0.0273005401211419,885.9999999999998,6,Saturated / potentially underprovided
E01001168,2,0.1139131944424189,637.0,6,Saturated / potentially underprovided
E01001169,1,0.0,650.0,3,Apparently adequate
E01001170,0,,580.0,3,Demand-implied desert
E01001171,0,,555.0,5,Demand-implied desert
E01001172,0,,692.0000000000001,2,Demand-implied desert
E01001173,1,0.0,1134.0,4,Apparently adequate
E01001174,1,0.0,531.0,3,Apparently adequate
E01001175,0,,427.0,4,"Low-demand, no provision"
E01001176,1,0.1744841820615355,538.0,2,Saturated / potentially underprovided
E01001177,2,0.0355059799373071,549.0,3,Saturated / potentially underprovided
E01001178,0,,323.0,1,"Low-demand, no provision"
E01001179,0,,520.0,4,"Low-demand, no provision"
E01001180,0,,515.0,2,"Low-demand, no provision"
E01001181,0,,525.0,1,"Low-demand, no provision"
E01001182,1,0.2897050540102238,489.0,6,Saturated / potentially underprovided
E01001183,3,0.0516096321937371,469.0,2,Saturated / potentially underprovided
E01001184,0,,484.99999999999994,6,"Low-demand, no provision"
E01001185,1,0.0,612.0,5,Apparently adequate
E01001186,1,0.0,574.0,2,Apparently adequate
E01001187,1,0.0,721.0,5,Apparently adequate
E01001188,2,0.0494763213722029,567.0,4,Saturated / potentially underprovided
E01001189,3,0.0256289223243955,441.99999999999994,8,Saturated / potentially underprovided
E01001190,0,,568.0,5,Demand-implied desert
E01001191,3,0.0446922582289094,588.0,3,Saturated / potentially underprovided
E01001192,1,0.00927546296277,484.0,4,Apparently adequate
E01001193,1,0.0931543209861111,564.0,3,Saturated / potentially underprovided
E01001194,1,0.1196385030825617,586.9999999999999,7,Saturated / potentially underprovided
E01001195,2,0.0076069637345196,603.9999999999999,6,Apparently adequate
E01001196,0,,409.0,2,"Low-demand, no provision"
E01001197,2,0.0,535.0,7,Apparently adequate
E01001198,1,0.0,510.0,8,Apparently adequate
E01001199,5,0.0099610339503086,430.0,3,Apparently adequate
E01001200,3,0.0161728395055298,532.0,7,Saturated / potentially underprovided
E01001201,1,0.0138981481477623,483.00000000000006,8,Apparently adequate
E01001202,4,0.0357431520050154,515.0,2,Saturated / potentially underprovided
E01001203,3,0.0231432613160365,368.0,2,Saturated / potentially underprovided
E01001204,2,0.0,675.0000000000001,6,Apparently adequate
E01001205,1,0.0,537.0,1,Apparently adequate
E01001206,2,0.0017255979938271,380.0,1,Apparently adequate
E01001207,3,0.0587323816864712,579.0,7,Saturated / potentially underprovided
E01001208,2,0.0032975823043981,611.0,9,Apparently adequate
E01001209,3,0.0486752829201388,713.9999999999999,9,Saturated / potentially underprovided
E01001210,2,0.0048611111111111,506.99999999999994,1,Apparently adequate
E01001211,5,0.0227785108013117,628.0,8,Saturated / potentially underprovided
E01001212,1,0.0107597736621656,689.0000000000001,7,Apparently adequate
E01001213,0,,541.0,3,Demand-implied desert
E01001214,0,,653.0,5,Demand-implied desert
E01001215,0,,466.0,1,"Low-demand, no provision"
E01001216,2,0.0116898630397858,537.0,3,Apparently adequate
E01001217,0,,618.9999999999999,6,Demand-implied desert
E01001218,1,0.0,671.0,2,Apparently adequate
E01001219,0,,589.0,1,Demand-implied desert
E01001220,0,,380.0,1,"Low-demand, no provision"
E01001223,2,0.0187405478395061,537.0,9,Saturated / potentially underprovided
E01001224,3,0.0090409593618827,685.9999999999998,9,Apparently adequate
E01001225,2,0.029766010801601,604.0,6,Saturated / potentially underprovided
E01001226,1,0.0,526.0,8,Apparently adequate
E01001227,3,0.0154666923864454,619.0,7,Apparently adequate
E01001228,2,0.1223574459866898,570.0,7,Saturated / potentially underprovided
E01001229,2,0.0,468.0,3,Apparently adequate
E01001230,1,0.0063384773654835,521.0,7,Apparently adequate
E01001231,3,0.0495705375458461,747.0,8,Saturated / potentially underprovided
E01001232,2,0.0693640046278935,585.0000000000001,5,Saturated / potentially underprovided
E01001233,4,0.0241490644281925,464.0,5,Saturated / potentially underprovided
E01001234,5,0.0050578703700874,457.0,6,Apparently adequate
E01001235,1,0.0099764660486111,532.0,8,Apparently adequate
E01001236,2,0.017534143517554,463.0,7,Saturated / potentially underprovided
E01001237,1,0.0420378086408179,570.0,8,Saturated / potentially underprovided
E01001239,2,0.0343364197523148,374.0,1,Saturated / potentially underprovided
E01001240,2,0.0126044077918595,390.0,3,Apparently adequate
E01001241,3,0.0,453.99999999999994,6,Apparently adequate
E01001242,1,0.0,505.99999999999994,5,Apparently adequate
E01001243,2,0.0,539.0,3,Apparently adequate
E01001244,1,0.0258733281886574,583.0,3,Saturated / potentially underprovided
E01001245,4,0.0120224729938271,480.0,5,Apparently adequate
E01001246,3,8.037551376028806e-06,422.0,2,Apparently adequate
E01001247,1,0.0,622.0,3,Apparently adequate
E01001248,3,0.0061110682441379,568.0,6,Apparently adequate
E01001249,0,,493.99999999999994,2,"Low-demand, no provision"
E01001250,2,0.023578896604038,544.0,1,Saturated / potentially underprovided
E01001251,1,0.0096219135797325,610.0,6,Apparently adequate
E01001252,2,0.0230895061726466,686.0,3,Saturated / potentially underprovided
E01001253,3,0.0073762860080375,685.0,6,Apparently adequate
E01001254,0,,615.0,7,Demand-implied desert
E01001255,1,0.052145061726466,565.0,8,Saturated / potentially underprovided
E01001257,1,0.0,685.0,1,Apparently adequate
E01001258,0,,717.0,4,Demand-implied desert
E01001259,1,0.0139985853908179,537.0,4,Apparently adequate
E01001260,1,0.0,741.0000000000002,4,Apparently adequate
E01001261,2,0.0418586033937114,681.0,4,Saturated / potentially underprovided
E01001262,4,0.0261700424379822,531.0,2,Saturated / potentially underprovided
E01001263,1,0.0233198302469135,696.0000000000001,2,Saturated / potentially underprovided
E01001264,0,,701.0,3,Demand-implied desert
E01001265,1,0.0,655.9999999999999,4,Apparently adequate
E01001266,1,0.0,726.0,5,Apparently adequate
E01001267,0,,655.0,2,Demand-implied desert
E01001268,1,0.015537680040895,792.0000000000001,6,Apparently adequate
E01001269,0,,787.0,5,Demand-implied desert
E01001270,1,0.0,746.0,6,Apparently adequate
E01001271,1,0.0,680.9999999999999,3,Apparently adequate
E01001272,2,0.0208367091044077,597.0,5,Saturated / potentially underprovided
E01001273,2,0.00108404063786,706.0,8,Apparently adequate
E01001274,1,0.0,521.0,9,Apparently adequate
E01001275,2,0.0305728202151813,616.0,6,Saturated / potentially underprovided
E01001276,1,0.1151593364170524,623.0,2,Saturated / potentially underprovided
E01001277,1,0.0,641.0,4,Apparently adequate
E01001278,6,0.0054772698042052,678.0,4,Apparently adequate
E01001279,3,0.0,698.0,10,Apparently adequate
E01001280,2,0.0,681.0,6,Apparently adequate
E01001281,1,0.0,631.0,9,Apparently adequate
E01001282,2,0.0191070601844135,554.0,2,Saturated / potentially underprovided
E01001283,2,0.0,526.0,2,Apparently adequate
E01001284,2,0.0017010030864197,630.0,7,Apparently adequate
E01001285,3,0.0,575.0,3,Apparently adequate
E01001286,0,,531.0,3,"Low-demand, no provision"
E01001287,1,0.019751929011574,454.0,4,Saturated / potentially underprovided
E01001288,0,,498.99999999999994,5,"Low-demand, no provision"
E01001289,1,0.0352851080239197,472.0,5,Saturated / potentially underprovided
E01001290,2,0.0206548032404513,727.0,6,Saturated / potentially underprovided
E01001291,0,,672.0,4,Demand-implied desert
E01001292,1,0.0,675.0,5,Apparently adequate
E01001293,0,,669.0000000000002,4,Demand-implied desert
E01001294,0,,766.0,5,Demand-implied desert
E01001295,0,,705.0,6,Demand-implied desert
E01001296,0,,540.0,4,Demand-implied desert
E01001297,2,0.0,568.9999999999999,3,Apparently adequate
E01001298,1,0.0033314043207947,652.0,4,Apparently adequate
E01001299,3,0.0062455311212062,692.9999999999999,9,Apparently adequate
E01001300,0,,519.0,9,"Low-demand, no provision"
E01001301,2,0.0,519.0,6,Apparently adequate
E01001302,2,0.0,535.0,9,Apparently adequate
E01001303,5,0.0124855452672582,551.0,9,Apparently adequate
E01001304,6,0.0116655735591563,558.0,7,Apparently adequate
E01001305,5,0.0318098508220679,674.0,9,Saturated / potentially underprovided
E01001306,1,0.0,585.0,8,Apparently adequate
E01001307,3,0.0589569830230516,762.0,6,Saturated / potentially underprovided
E01001308,0,,810.0000000000001,7,Demand-implied desert
E01001309,2,0.0,764.0,4,Apparently adequate
E01001310,1,0.0,826.0000000000001,6,Apparently adequate
E01001311,1,0.0054066358022762,841.0,3,Apparently adequate
E01001312,2,0.0077365933638117,683.9999999999999,5,Apparently adequate
E01001313,0,,637.0,5,Demand-implied desert
E01001314,0,,629.0,5,Demand-implied desert
E01001315,0,,563.0,5,Demand-implied desert
E01001316,5,0.0558769290111882,530.0,2,Saturated / potentially underprovided
E01001317,2,0.0093587962959104,774.0,2,Apparently adequate
E01001318,0,,612.0,1,Demand-implied desert
E01001319,1,0.0,625.0,5,Apparently adequate
E01001320,0,,497.99999999999994,1,"Low-demand, no provision"
E01001321,1,0.0,872.0,4,Apparently adequate
E01001322,1,0.0,744.9999999999999,3,Apparently adequate
E01001323,2,0.0,728.0,3,Apparently adequate
E01001324,0,,544.0,2,Demand-implied desert
E01001325,2,0.0072468171295331,829.9999999999998,4,Apparently adequate
E01001326,3,0.0102865226331018,670.0,2,Apparently adequate
E01001327,2,0.0134243827158564,670.0,3,Apparently adequate
E01001328,4,0.034985580629509,587.0,2,Saturated / potentially underprovided
E01001329,1,0.0,778.0,3,Apparently adequate
E01001330,1,0.0176412037031893,562.0,1,Saturated / potentially underprovided
E01001331,2,0.1542802854899691,494.0,1,Saturated / potentially underprovided
E01001332,2,0.0,465.0,1,Apparently adequate
E01001333,2,0.0171994598753858,483.0,1,Saturated / potentially underprovided
E01001334,1,0.0303164866239711,449.0,1,Saturated / potentially underprovided
E01001335,2,0.0003853523661908,823.0,5,Apparently adequate
E01001336,1,0.0225264274683641,667.9999999999999,4,Saturated / potentially underprovided
E01001337,0,,661.0,5,Demand-implied desert
E01001338,0,,578.0,2,Demand-implied desert
E01001339,1,0.0195055941356095,768.0,3,Saturated / potentially underprovided
E01001340,1,0.0,466.0,1,Apparently adequate
E01001341,3,0.0067419624483024,645.0,4,Apparently adequate
E01001342,0,,685.0,3,Demand-implied desert
E01001343,0,,584.0,5,Demand-implied desert
E01001344,1,0.0050532407406121,840.0000000000001,2,Apparently adequate
E01001345,1,0.0,639.0,4,Apparently adequate
E01001346,0,,788.0,3,Demand-implied desert
E01001347,2,0.0284696180482253,704.0,3,Saturated / potentially underprovided
E01001348,3,0.0071646090529835,594.0,2,Apparently adequate
E01001349,1,0.0,528.0,2,Apparently adequate
E01001350,1,0.0,528.0,7,Apparently adequate
E01001351,2,0.0257199074068287,442.0,3,Saturated / potentially underprovided
E01001352,4,0.0211769868822337,502.0,7,Saturated / potentially underprovided
E01001353,1,0.0288811728383487,383.0,4,Saturated / potentially underprovided
E01001354,4,0.0033951581788194,613.0,6,Apparently adequate
E01001355,2,0.0336444830241769,497.0,5,Saturated / potentially underprovided
E01001356,0,,294.99999999999994,1,"Low-demand, no provision"
E01001357,3,0.0124992712617026,629.0,5,Apparently adequate
E01001358,0,,411.0,3,"Low-demand, no provision"
E01001359,2,0.0195464891968557,557.0,3,Saturated / potentially underprovided
E01001360,1,0.0,546.0,5,Apparently adequate
E01001361,2,0.0,436.0,2,Apparently adequate
E01001362,1,0.0,565.0,2,Apparently adequate
E01001363,2,0.0191327160482253,470.0,2,Saturated / potentially underprovided
E01001364,0,,450.0,1,"Low-demand, no provision"
E01001365,1,0.0,677.0000000000001,3,Apparently adequate
E01001366,2,0.0,592.0,2,Apparently adequate
E01001367,1,0.0178875385796682,435.0,1,Saturated / potentially underprovided
E01001368,0,,528.0,3,"Low-demand, no provision"
E01001369,1,0.0,431.0,2,Apparently adequate
E01001370,1,0.0,629.0,4,Apparently adequate
E01001371,1,0.0,561.0,2,Apparently adequate
E01001372,2,0.0,528.0,2,Apparently adequate
E01001373,4,0.0043091724536072,457.0,3,Apparently adequate
E01001374,1,0.0118015046294367,633.0,8,Apparently adequate
E01001375,6,0.008013888888503,638.0,10,Apparently adequate
E01001376,4,0.0205926408175154,473.0,5,Saturated / potentially underprovided
E01001377,8,0.025836250963831,647.9999999999999,9,Saturated / potentially underprovided
E01001379,7,0.0091822824802873,636.0,10,Apparently adequate
E01001380,4,0.0146658307609632,666.0,9,Apparently adequate
E01001381,1,0.0300644290119598,528.0,5,Saturated / potentially underprovided
E01001382,5,0.0081871527775848,570.0,9,Apparently adequate
E01001383,3,0.0129649777087834,578.0,8,Apparently adequate
E01001384,1,0.0268499228383487,585.0,7,Saturated / potentially underprovided
E01001385,3,0.0019665637856867,573.0,8,Apparently adequate
E01001386,1,0.0100935570985725,636.0,9,Apparently adequate
E01001387,4,0.0211229584614197,525.0,6,Saturated / potentially underprovided
E01001388,3,0.0125461676950874,385.0,1,Apparently adequate
E01001389,2,0.0560275848746785,489.00000000000006,4,Saturated / potentially underprovided
E01001390,6,0.0071549639917052,546.0,7,Apparently adequate
E01001391,0,,451.0,4,"Low-demand, no provision"
E01001392,3,0.0123406635798611,606.0,8,Apparently adequate
E01001393,5,0.0171411779824074,562.0,4,Saturated / potentially underprovided
E01001394,7,0.0148304673718584,557.0,3,Apparently adequate
E01001395,0,,539.0,2,Demand-implied desert
E01001396,0,,472.99999999999994,6,"Low-demand, no provision"
E01001397,0,,704.0000000000001,2,Demand-implied desert
E01001398,0,,659.0,9,Demand-implied desert
E01001399,0,,690.0,8,Demand-implied desert
E01001400,0,,758.0,8,Demand-implied desert
E01001401,0,,622.0,6,Demand-implied desert
E01001402,0,,897.9999999999998,7,Demand-implied desert
E01001403,1,0.0013140432094907,761.0000000000002,6,Apparently adequate
E01001404,0,,696.0,5,Demand-implied desert
E01001405,0,,766.0,6,Demand-implied desert
E01001406,2,0.0552129629621913,651.0,4,Saturated / potentially underprovided
E01001407,0,,779.0,5,Demand-implied desert
E01001408,2,0.0172183641970486,703.9999999999999,7,Saturated / potentially underprovided
E01001409,0,,796.9999999999999,1,Demand-implied desert
E01001410,0,,710.0,1,Demand-implied desert
E01001411,1,8.101851851851852e-06,769.0,7,Apparently adequate
E01001412,0,,936.0,5,Demand-implied desert
E01001413,0,,856.9999999999999,9,Demand-implied desert
E01001414,0,,536.0,1,Demand-implied desert
E01001415,1,0.0428843235552983,941.0,6,Saturated / potentially underprovided
E01001416,0,,909.0,10,Demand-implied desert
E01001417,0,,1149.0,10,Demand-implied desert
E01001418,1,0.0,793.0,6,Apparently adequate
E01001419,1,0.0778121141956018,832.0,5,Saturated / potentially underprovided
E01001420,5,0.0,683.0,4,Apparently adequate
E01001421,0,,569.0,4,Demand-implied desert
E01001422,0,,1148.0,10,Demand-implied desert
E01001423,0,,516.0,2,"Low-demand, no provision"
E01001424,0,,313.0,1,"Low-demand, no provision"
E01001425,1,0.2296967592554012,411.0,1,Saturated / potentially underprovided
E01001426,0,,513.0,1,"Low-demand, no provision"
E01001427,0,,420.0,1,"Low-demand, no provision"
E01001428,0,,536.0,1,Demand-implied desert
E01001429,0,,426.0,1,"Low-demand, no provision"
E01001430,2,0.0851637731462191,394.0,1,Saturated / potentially underprovided
E01001431,2,0.0048341049380787,452.0,1,Apparently adequate
E01001432,7,0.03382476694198,456.0,1,Saturated / potentially underprovided
E01001433,0,,601.0,1,Demand-implied desert
E01001434,0,,656.0,2,Demand-implied desert
E01001435,0,,625.0,2,Demand-implied desert
E01001436,0,,749.0000000000001,2,Demand-implied desert
E01001437,0,,741.0,1,Demand-implied desert
E01001438,0,,608.0,1,Demand-implied desert
E01001439,2,0.0593539737599826,562.0,1,Saturated / potentially underprovided
E01001440,0,,577.0,1,Demand-implied desert
E01001441,0,,534.0,1,"Low-demand, no provision"
E01001442,0,,455.0,1,"Low-demand, no provision"
E01001444,0,,747.0,2,Demand-implied desert
E01001445,0,,1056.0000000000002,1,Demand-implied desert
E01001446,0,,705.0,1,Demand-implied desert
E01001447,0,,640.0,1,Demand-implied desert
E01001448,0,,623.9999999999999,1,Demand-implied desert
E01001449,0,,596.0,1,Demand-implied desert
E01001450,0,,875.0,4,Demand-implied desert
E01001451,0,,851.0,8,Demand-implied desert
E01001452,0,,774.0,9,Demand-implied desert
E01001453,0,,914.0,10,Demand-implied desert
E01001454,1,0.0310895061712962,873.0,9,Saturated / potentially underprovided
E01001455,0,,746.0,8,Demand-implied desert
E01001456,0,,727.9999999999999,10,Demand-implied desert
E01001457,0,,836.0,6,Demand-implied desert
E01001458,5,0.0502538580236882,431.0,1,Saturated / potentially underprovided
E01001459,0,,609.0,2,Demand-implied desert
E01001460,0,,428.0,1,"Low-demand, no provision"
E01001461,1,0.1341192129396219,424.99999999999994,1,Saturated / potentially underprovided
E01001462,0,,461.0,1,"Low-demand, no provision"
E01001463,0,,642.0,2,Demand-implied desert
E01001464,0,,487.00000000000006,2,"Low-demand, no provision"
E01001465,0,,567.0,2,Demand-implied desert
E01001466,4,0.040341820987172,504.0,1,Saturated / potentially underprovided
E01001467,0,,579.0,1,Demand-implied desert
E01001468,0,,703.0,6,Demand-implied desert
E01001469,0,,784.0,6,Demand-implied desert
E01001470,1,0.0,877.0,8,Apparently adequate
E01001471,0,,964.0,7,Demand-implied desert
E01001472,0,,773.0,7,Demand-implied desert
E01001473,0,,772.0,7,Demand-implied desert
E01001474,1,0.1338788580200617,972.0,8,Saturated / potentially underprovided
E01001475,0,,990.0,10,Demand-implied desert
E01001476,0,,629.0000000000001,1,Demand-implied desert
E01001477,0,,650.0000000000001,1,Demand-implied desert
E01001478,0,,684.0,4,Demand-implied desert
E01001479,0,,513.0,1,"Low-demand, no provision"
E01001480,0,,563.0,2,Demand-implied desert
E01001481,0,,633.0,1,Demand-implied desert
E01001482,1,0.0094921553488297,536.0,1,Apparently adequate
E01001483,0,,324.0,1,"Low-demand, no provision"
E01001484,0,,559.0,2,Demand-implied desert
E01001485,9,0.0140002572010888,449.0,1,Apparently adequate
E01001486,9,0.0297782493132287,556.0,1,Saturated / potentially underprovided
E01001487,0,,475.0,1,"Low-demand, no provision"
E01001488,0,,537.0,1,Demand-implied desert
E01001489,0,,573.0,1,Demand-implied desert
E01001491,0,,508.0,1,"Low-demand, no provision"
E01001492,4,0.0610721450597029,560.0,1,Saturated / potentially underprovided
E01001493,0,,691.0,4,Demand-implied desert
E01001494,0,,683.0,6,Demand-implied desert
E01001495,1,0.0242206790119598,673.0,6,Saturated / potentially underprovided
E01001496,0,,797.9999999999999,7,Demand-implied desert
E01001497,0,,642.0,4,Demand-implied desert
E01001498,0,,594.0,4,Demand-implied desert
E01001499,0,,621.0,4,Demand-implied desert
E01001500,0,,564.0,6,Demand-implied desert
E01001501,0,,691.0,3,Demand-implied desert
E01001502,0,,631.0,1,Demand-implied desert
E01001503,0,,614.0,2,Demand-implied desert
E01001504,0,,652.0,3,Demand-implied desert
E01001505,0,,633.0,2,Demand-implied desert
E01001507,0,,597.0,1,Demand-implied desert
E01001508,0,,635.0,1,Demand-implied desert
E01001509,0,,500.00000000000006,1,"Low-demand, no provision"
E01001511,0,,681.9999999999999,3,Demand-implied desert
E01001512,1,0.0330737654287422,749.0,5,Saturated / potentially underprovided
E01001513,0,,671.0,1,Demand-implied desert
E01001514,0,,657.0,3,Demand-implied desert
E01001515,0,,606.0,1,Demand-implied desert
E01001516,0,,813.0,2,Demand-implied desert
E01001517,0,,549.0,1,Demand-implied desert
E01001518,0,,620.9999999999999,5,Demand-implied desert
E01001520,0,,722.0,7,Demand-implied desert
E01001521,0,,767.0000000000001,8,Demand-implied desert
E01001522,0,,754.9999999999999,5,Demand-implied desert
E01001523,0,,836.0000000000002,8,Demand-implied desert
E01001524,0,,682.0,5,Demand-implied desert
E01001525,0,,772.0,6,Demand-implied desert
E01001526,0,,829.0000000000001,8,Demand-implied desert
E01001527,0,,746.9999999999999,6,Demand-implied desert
E01001528,1,0.0403530092550154,496.0,2,Saturated / potentially underprovided
E01001529,0,,457.99999999999994,2,"Low-demand, no provision"
E01001530,3,0.0128162294230967,551.0,5,Apparently adequate
E01001531,1,0.0370964506161265,714.0,9,Saturated / potentially underprovided
E01001532,1,0.0014598765432098,810.0,9,Apparently adequate
E01001533,0,,856.0,10,Demand-implied desert
E01001534,0,,717.0,8,Demand-implied desert
E01001535,2,0.0383326581710069,684.0,9,Saturated / potentially underprovided
E01001536,0,,767.0,6,Demand-implied desert
E01001537,0,,775.0000000000001,5,Demand-implied desert
E01001538,0,,866.0000000000001,9,Demand-implied desert
E01001539,0,,786.0,7,Demand-implied desert
E01001540,2,0.0083356963733362,748.0000000000001,6,Apparently adequate
E01001541,2,0.0210439814807098,684.0,8,Saturated / potentially underprovided
E01001542,0,,596.0,4,Demand-implied desert
E01001543,0,,799.0,7,Demand-implied desert
E01001544,0,,826.0,8,Demand-implied desert
E01001545,0,,609.0,1,Demand-implied desert
E01001546,0,,690.0,1,Demand-implied desert
E01001547,0,,759.0,2,Demand-implied desert
E01001548,0,,676.0,1,Demand-implied desert
E01001549,0,,672.0,1,Demand-implied desert
E01001550,0,,670.0,1,Demand-implied desert
E01001551,1,0.1669702931666666,676.0,1,Saturated / potentially underprovided
E01001552,0,,765.0000000000001,3,Demand-implied desert
E01001553,0,,493.0,1,"Low-demand, no provision"
E01001554,0,,404.0,1,"Low-demand, no provision"
E01001555,6,0.0229535108016975,546.0,1,Saturated / potentially underprovided
E01001556,0,,679.9999999999999,4,Demand-implied desert
E01001557,0,,522.0,1,"Low-demand, no provision"
