lsoa_code,e_i,u_i,V_i,london_income_decile,mismatch_category
E01003101,4,0.0511784336339216,226.99999999999997,3,Saturated / potentially underprovided
E01003102,3,0.0588173868175797,270.0,6,Saturated / potentially underprovided
E01003104,3,0.0355949074067644,269.99999999999994,6,Saturated / potentially underprovided
E01003105,7,0.0358748897701352,259.0,3,Saturated / potentially underprovided
E01003106,4,0.068635030863233,413.99999999999994,5,Saturated / potentially underprovided
E01003107,6,0.0591105967070473,372.99999999999994,7,Saturated / potentially underprovided
E01003108,0,,223.0,3,"Low-demand, no provision"
E01003110,9,0.0267886231130401,412.0,7,Saturated / potentially underprovided
E01003111,0,,282.99999999999994,2,"Low-demand, no provision"
E01003112,4,0.0569114101071084,297.99999999999994,3,Saturated / potentially underprovided
E01003113,3,0.0618778292156635,477.99999999999994,4,Saturated / potentially underprovided
E01003114,7,0.0479589947080577,602.0,6,Saturated / potentially underprovided
E01003115,1,0.1713433641871141,396.0,6,Saturated / potentially underprovided
E01003116,1,0.0231512345667438,640.0000000000001,8,Saturated / potentially underprovided
E01003117,6,0.0403823302451131,448.0,6,Saturated / potentially underprovided
E01003118,4,0.0053663676695601,498.0,5,Apparently adequate
E01003119,10,0.0188092399677662,469.00000000000006,6,Saturated / potentially underprovided
E01003120,5,0.0636080246891975,403.99999999999994,3,Saturated / potentially underprovided
E01003121,0,,244.99999999999997,2,"Low-demand, no provision"
E01003122,2,0.0353225308634259,336.0,5,Saturated / potentially underprovided
E01003123,4,0.0292457079458912,361.0,8,Saturated / potentially underprovided
E01003124,2,0.0,222.0,5,Apparently adequate
E01003125,1,0.0252361111107253,253.0,2,Saturated / potentially underprovided
E01003126,2,0.0331203703699845,227.0,5,Saturated / potentially underprovided
E01003127,8,0.0215280791847993,382.0,7,Saturated / potentially underprovided
E01003128,0,,253.99999999999991,3,"Low-demand, no provision"
E01003129,4,0.0237559799379822,317.0,6,Saturated / potentially underprovided
E01003130,3,0.0804694573027906,437.0,6,Saturated / potentially underprovided
E01003131,2,0.1033572530852623,582.0,8,Saturated / potentially underprovided
E01003132,0,,304.0,3,"Low-demand, no provision"
E01003133,4,0.0469040316345486,461.0,5,Saturated / potentially underprovided
E01003134,3,0.0297364969130658,465.0,7,Saturated / potentially underprovided
E01003135,3,0.0580658436198559,442.99999999999994,6,Saturated / potentially underprovided
E01003136,4,0.0361038773130787,372.99999999999994,7,Saturated / potentially underprovided
E01003137,1,0.3869818672253086,305.99999999999994,2,Saturated / potentially underprovided
E01003138,4,0.1047752700592206,424.0,9,Saturated / potentially underprovided
E01003139,2,0.0434868827152777,466.0,5,Saturated / potentially underprovided
E01003140,1,0.0460613425918209,472.0,6,Saturated / potentially underprovided
E01003141,9,0.0407008744816958,505.0,4,Saturated / potentially underprovided
E01003142,1,0.072873456787037,445.0,6,Saturated / potentially underprovided
E01003143,2,0.1383505015416666,402.0,3,Saturated / potentially underprovided
E01003144,5,0.045192438270679,585.0,9,Saturated / potentially underprovided
E01003145,2,0.0784488811711034,393.0,5,Saturated / potentially underprovided
E01003146,1,0.0460077160482253,380.0,5,Saturated / potentially underprovided
E01003147,4,0.0392004243814621,533.0,6,Saturated / potentially underprovided
E01003148,2,0.0485497685177469,516.0,6,Saturated / potentially underprovided
E01003149,2,0.0450223765418595,612.0,8,Saturated / potentially underprovided
E01003150,1,0.1261315586373456,447.00000000000006,3,Saturated / potentially underprovided
E01003151,3,0.0966795910466177,397.0,2,Saturated / potentially underprovided
E01003152,1,0.0106489197527006,573.0,8,Apparently adequate
E01003153,1,0.1252380401207561,432.0,7,Saturated / potentially underprovided
E01003154,2,0.0184207175914351,535.0,4,Saturated / potentially underprovided
E01003155,3,0.0564906121383744,497.99999999999994,7,Saturated / potentially underprovided
E01003156,3,0.0155452353389274,437.0,8,Apparently adequate
E01003157,3,0.0,431.0,8,Apparently adequate
E01003158,3,0.0458325617273662,483.99999999999994,9,Saturated / potentially underprovided
E01003159,1,0.0,403.99999999999994,6,Apparently adequate
E01003160,0,,268.0,5,"Low-demand, no provision"
E01003161,5,0.0175879629625771,354.0,8,Saturated / potentially underprovided
E01003162,1,0.008912037037037,322.99999999999994,4,Apparently adequate
E01003163,3,0.0131152263369341,511.0,8,Apparently adequate
E01003164,4,0.0248196373451003,488.0,5,Saturated / potentially underprovided
E01003165,3,0.012880144031893,506.99999999999994,6,Apparently adequate
E01003166,3,0.0698299897107767,622.0,6,Saturated / potentially underprovided
E01003167,4,0.0353254243814621,626.0000000000001,9,Saturated / potentially underprovided
E01003168,0,,393.0,2,"Low-demand, no provision"
E01003169,4,0.0520789930546874,548.0,6,Saturated / potentially underprovided
E01003170,6,0.1297270447517361,598.0,9,Saturated / potentially underprovided
E01003171,7,0.0196755952378196,374.0,6,Saturated / potentially underprovided
E01003172,1,0.0,367.0,4,Apparently adequate
E01003173,7,0.0327089395933642,391.99999999999994,8,Saturated / potentially underprovided
E01003174,3,0.0784800668695987,389.99999999999994,2,Saturated / potentially underprovided
E01003175,1,0.0556774691354166,380.0,3,Saturated / potentially underprovided
E01003176,3,0.0766401748946759,271.99999999999994,3,Saturated / potentially underprovided
E01003177,7,0.0078259479709821,288.0,6,Apparently adequate
E01003178,9,0.0048357553154792,364.0,7,Apparently adequate
E01003179,2,0.0,286.99999999999994,2,Apparently adequate
E01003180,4,0.0238645833326903,331.0,5,Saturated / potentially underprovided
E01003181,2,0.0319438657397762,264.0,4,Saturated / potentially underprovided
E01003182,6,0.0628554526736754,365.0,4,Saturated / potentially underprovided
E01003183,2,0.0950501543186728,329.99999999999994,3,Saturated / potentially underprovided
E01003184,0,,202.99999999999991,3,"Low-demand, no provision"
E01003185,2,0.0541034915105131,298.0,6,Saturated / potentially underprovided
E01003186,5,0.0323342978391589,530.0,7,Saturated / potentially underprovided
E01003187,2,0.201038001537037,448.0,3,Saturated / potentially underprovided
E01003188,2,0.1112862654290123,272.0,3,Saturated / potentially underprovided
E01003189,0,,485.0,1,"Low-demand, no provision"
E01003190,1,0.0318763503078703,607.0,2,Saturated / potentially underprovided
E01003191,0,,534.0,3,"Low-demand, no provision"
E01003192,2,0.046509259257716,431.00000000000006,1,Saturated / potentially underprovided
E01003193,1,0.0601932870347222,594.0,5,Saturated / potentially underprovided
E01003194,0,,505.99999999999994,2,"Low-demand, no provision"
E01003195,1,0.0956358024656635,565.0000000000001,6,Saturated / potentially underprovided
E01003196,0,,507.0,2,"Low-demand, no provision"
E01003197,0,,496.0,1,"Low-demand, no provision"
E01003198,2,0.0194749228385416,410.0,7,Saturated / potentially underprovided
E01003199,2,0.0051597222216435,598.0,8,Apparently adequate
E01003200,1,0.0869984567881944,500.0,9,Saturated / potentially underprovided
E01003201,1,0.1178665123410493,441.0,5,Saturated / potentially underprovided
E01003202,1,0.0001956018518518,582.0,9,Apparently adequate
E01003203,1,0.0124120370366512,402.99999999999994,4,Apparently adequate
E01003204,1,0.0407349537017746,433.0,5,Saturated / potentially underprovided
E01003205,0,,248.0,3,"Low-demand, no provision"
E01003206,0,,480.0,8,"Low-demand, no provision"
E01003207,0,,360.99999999999994,4,"Low-demand, no provision"
E01003209,1,0.1457939814799382,320.0,5,Saturated / potentially underprovided
E01003210,1,0.1601865354625771,396.0,7,Saturated / potentially underprovided
E01003211,0,,387.0,6,"Low-demand, no provision"
E01003212,0,,511.99999999999994,7,"Low-demand, no provision"
E01003213,2,0.0486280864180169,503.0,7,Saturated / potentially underprovided
E01003214,0,,460.0,5,"Low-demand, no provision"
E01003215,0,,258.0,7,"Low-demand, no provision"
E01003216,1,0.1973846450586419,558.0,5,Saturated / potentially underprovided
E01003217,0,,605.0,7,Demand-implied desert
E01003218,0,,568.0,6,Demand-implied desert
E01003219,1,0.0164432870364583,673.0,6,Saturated / potentially underprovided
E01003220,0,,479.0,5,"Low-demand, no provision"
E01003221,0,,622.0,5,Demand-implied desert
E01003222,1,0.0323919753074845,590.0,6,Saturated / potentially underprovided
E01003223,0,,690.9999999999999,6,Demand-implied desert
E01003224,0,,528.0,5,"Low-demand, no provision"
E01003225,0,,534.0,9,"Low-demand, no provision"
E01003226,2,0.1358381558599536,504.0,8,Saturated / potentially underprovided
E01003227,0,,535.0,9,Demand-implied desert
E01003228,3,0.0400713734556327,452.00000000000006,8,Saturated / potentially underprovided
E01003229,1,0.1326666666612654,393.00000000000006,3,Saturated / potentially underprovided
E01003230,0,,612.0,5,Demand-implied desert
E01003231,0,,379.0,7,"Low-demand, no provision"
E01003232,3,0.1103105709846965,553.0,9,Saturated / potentially underprovided
E01003233,2,0.1259782021577932,522.0,8,Saturated / potentially underprovided
E01003235,10,0.031840462960108,543.0,5,Saturated / potentially underprovided
E01003236,1,0.113718364197145,480.0,3,Saturated / potentially underprovided
E01003237,0,,544.0,3,Demand-implied desert
E01003238,0,,484.0,3,"Low-demand, no provision"
E01003239,0,,504.0,3,"Low-demand, no provision"
E01003240,0,,617.0,3,Demand-implied desert
E01003241,0,,543.0,4,Demand-implied desert
E01003243,0,,504.0,3,"Low-demand, no provision"
E01003244,0,,334.0,3,"Low-demand, no provision"
E01003245,0,,364.0,2,"Low-demand, no provision"
E01003246,2,0.1232455632671682,487.0,4,Saturated / potentially underprovided
E01003247,1,0.0463630401224922,405.0,7,Saturated / potentially underprovided
E01003248,2,0.2155507330212191,362.00000000000006,3,Saturated / potentially underprovided
E01003249,1,0.0655991512328317,462.0,5,Saturated / potentially underprovided
E01003251,0,,308.0,2,"Low-demand, no provision"
E01003252,0,,305.0,1,"Low-demand, no provision"
E01003253,0,,268.0,3,"Low-demand, no provision"
E01003254,3,0.0184571759250257,521.0,8,Saturated / potentially underprovided
E01003255,1,0.0271211419747299,492.99999999999994,6,Saturated / potentially underprovided
E01003256,2,0.2931259645021219,559.0,3,Saturated / potentially underprovided
E01003257,0,,437.0,5,"Low-demand, no provision"
E01003258,0,,394.0,2,"Low-demand, no provision"
E01003259,0,,473.0,5,"Low-demand, no provision"
E01003260,1,0.0533051697507716,556.0,8,Saturated / potentially underprovided
E01003261,0,,510.0,8,"Low-demand, no provision"
E01003262,0,,449.0,7,"Low-demand, no provision"
E01003263,0,,606.0,4,Demand-implied desert
E01003264,0,,578.0,5,Demand-implied desert
E01003265,1,0.0635814043190586,457.0,3,Saturated / potentially underprovided
E01003266,0,,540.0,3,Demand-implied desert
E01003267,0,,596.0,3,Demand-implied desert
E01003268,1,0.0394475308626543,607.0,6,Saturated / potentially underprovided
E01003269,1,0.035444444441358,586.0,5,Saturated / potentially underprovided
E01003270,0,,686.0,8,Demand-implied desert
E01003271,2,0.0239699074070216,756.0,9,Saturated / potentially underprovided
E01003272,2,0.0349212962953317,502.99999999999994,7,Saturated / potentially underprovided
E01003273,3,0.0370567772621527,451.00000000000006,7,Saturated / potentially underprovided
E01003274,2,0.0536062885781249,441.0,6,Saturated / potentially underprovided
E01003275,0,,481.0,5,"Low-demand, no provision"
E01003276,0,,548.0,8,Demand-implied desert
E01003277,0,,477.0,7,"Low-demand, no provision"
E01003278,0,,458.00000000000006,6,"Low-demand, no provision"
E01003279,4,0.051432146989728,400.0,7,Saturated / potentially underprovided
E01003280,0,,549.0,4,Demand-implied desert
E01003281,0,,532.0,8,"Low-demand, no provision"
E01003282,1,0.013755401234182,567.0,7,Apparently adequate
E01003283,5,0.0323078703699459,668.0,7,Saturated / potentially underprovided
E01003284,3,0.1009730795593278,539.0,7,Saturated / potentially underprovided
E01003285,1,0.0201350308634259,576.0,7,Saturated / potentially underprovided
E01003286,1,0.0635177469124228,474.0,3,Saturated / potentially underprovided
E01003287,3,0.0064192386827417,667.0,9,Apparently adequate
E01003288,1,0.0035644290119598,424.99999999999994,3,Apparently adequate
E01003290,0,,409.0,2,"Low-demand, no provision"
E01003291,2,0.018280478394483,369.00000000000006,1,Saturated / potentially underprovided
E01003292,0,,419.00000000000006,6,"Low-demand, no provision"
E01003293,2,0.0178921682094907,354.0,5,Saturated / potentially underprovided
E01003295,3,0.0334373713984053,466.00000000000006,4,Saturated / potentially underprovided
E01003297,1,0.1779313271554784,321.0,6,Saturated / potentially underprovided
E01003298,1,0.0,305.0,3,Apparently adequate
E01003299,0,,376.0,5,"Low-demand, no provision"
E01003300,0,,338.99999999999994,2,"Low-demand, no provision"
E01003301,0,,465.0,7,"Low-demand, no provision"
E01003302,0,,384.99999999999994,3,"Low-demand, no provision"
E01003303,1,0.0729872685061728,285.0,2,Saturated / potentially underprovided
