lsoa_code,e_i,D_A,D_B,D_C,D_D,IMD_i,london_income_decile,x_j_A_p2000,s_j_A_p2000,A_i_A_p2000,x_j_A_p5000,s_j_A_p5000,A_i_A_p5000,x_j_A_p8000,s_j_A_p8000,A_i_A_p8000,x_j_B_p2000,s_j_B_p2000,A_i_B_p2000,x_j_B_p5000,s_j_B_p5000,A_i_B_p5000,x_j_B_p8000,s_j_B_p8000,A_i_B_p8000,x_j_C_p2000,s_j_C_p2000,A_i_C_p2000,x_j_C_p5000,s_j_C_p5000,A_i_C_p5000,x_j_C_p8000,s_j_C_p8000,A_i_C_p8000,x_j_D_p2000,s_j_D_p2000,A_i_D_p2000,x_j_D_p5000,s_j_D_p5000,A_i_D_p5000,x_j_D_p8000,s_j_D_p8000,A_i_D_p8000
E01000039,0,92.6035714285714,94.65011035714284,98.7431882142857,102.83626607142855,0.221,6,0.0,92.603571,1.327678490898378,7.0,0.43034423,1.6137304819153386,7.0,0.43034423,1.8420725300633067,0.0,94.65011,1.3016085369228176,7.0,2.4768832,1.6200029543453693,7.0,2.4768832,1.84847060009905,0.0,98.743188,1.3014858921779373,7.0,6.569961,1.6252016979514183,7.0,6.569961,1.8631696519819503,0.0,102.83627,1.2664783964146586,7.0,10.663039,1.6020209950061006,7.0,10.663039,1.8846733419199952
E01000040,0,64.70941558441558,67.6860487012987,73.63931493506493,79.59258116883116,0.46,2,0.0,64.709416,1.6313510392758,4.0,12.039,1.8601566890267878,0.0,64.709416,2.1226027613410894,0.0,67.686049,1.611244647081444,0.0,67.686049,1.833191570710763,5.0,1.8480293,2.163603548321142,0.0,73.639315,1.6240354691673184,0.0,73.639315,1.848491451227785,5.0,7.8012955,2.2029800128728514,0.0,79.592581,1.6138356696881582,6.0,0.58695786,1.8861271959239898,6.0,0.58695786,2.2146469811679284
E01000041,0,75.64090909090908,78.42449454545452,83.99166545454544,89.55883636363635,0.368,3,0.0,75.640909,1.5174943268097505,0.0,75.640909,1.7183160442055048,5.0,9.8028897,2.0980042918884885,0.0,78.424495,1.5045993210177644,0.0,78.424495,1.7236739637977405,5.0,12.586475,2.1039232536179533,0.0,83.991665,1.5066427990928126,0.0,83.991665,1.7423250997193325,6.0,4.9860421,2.1562479962939123,0.0,89.558836,1.4994492337277958,0.0,89.558836,1.722260093790688,0.0,89.558836,2.08918670830759
E01000042,0,61.19123376623376,64.31198668831168,70.55349253246753,76.79499837662335,0.51,1,0.0,61.191234,1.5727541498974638,0.0,61.191234,1.7708752248451747,4.0,8.5208182,2.117197634796562,0.0,64.311987,1.5556737941279697,0.0,64.311987,1.7773620564769215,4.0,11.641571,2.1211391045068257,0.0,70.553493,1.5635393707584873,0.0,70.553493,1.794880369965404,5.0,4.7154731,2.1751058499670717,0.0,76.794998,1.5537518009017592,0.0,76.794998,1.7792259215488433,5.0,10.956979,2.1673500913556896
E01000043,0,59.934740259740245,61.73877594155843,65.34684730519479,68.95491866883116,0.301,5,0.0,59.93474,1.6040305973745168,0.0,59.93474,1.8027187587010398,0.0,59.93474,2.0915335019139087,0.0,61.738776,1.589755685375515,0.0,61.738776,1.8051950179940879,0.0,61.738776,2.1008060702268354,0.0,65.346847,1.5963205042390565,0.0,65.346847,1.8209856651735925,4.0,12.676432,2.1729054531299656,0.0,68.954919,1.5874750256961363,0.0,68.954919,1.8120543327736007,5.0,3.1168992,2.1794178411162606
E01000044,0,58.929545454545455,61.186547045454546,65.70055022727273,70.21455340909091,0.383,3,0.0,58.929545,1.6675283029238448,0.0,58.929545,1.861125406960146,0.0,58.929545,2.148928322126327,0.0,61.186547,1.6561807277053577,0.0,61.186547,1.8668142887649442,0.0,61.186547,2.141739082934194,0.0,65.70055,1.6618798241887407,0.0,65.70055,1.8800948478048383,0.0,65.70055,2.170911890883389,0.0,70.214553,1.652944778954209,0.0,70.214553,1.870194154352617,0.0,70.214553,2.1756769111318013
E01000045,0,65.84025974025973,68.4211979220779,73.58307428571426,78.74495064935063,0.392,3,0.0,65.84026,1.5436772636608413,0.0,65.84026,1.7417689402319951,0.0,65.84026,2.0543235269881635,0.0,68.421198,1.5306310979734001,0.0,68.421198,1.747480209519583,0.0,68.421198,2.0622667860733483,0.0,73.583074,1.533732276046824,0.0,73.583074,1.7653909909424366,5.0,7.7450549,2.1457652804049436,0.0,78.744951,1.52551724721689,0.0,78.744951,1.7475310529520096,0.0,78.744951,2.091136982566524
E01000046,0,76.39480519480519,79.31308675324675,85.14964987012986,90.98621298701298,0.382,3,0.0,76.394805,1.4974123141699784,0.0,76.394805,1.6983287296227627,5.0,10.556786,2.0745789470037126,0.0,79.313087,1.484652666596765,0.0,79.313087,1.702241156208089,6.0,0.30746344,2.090592637440332,0.0,85.14965,1.4847963504944046,0.0,85.14965,1.721677606907305,6.0,6.1440266,2.1318322242603394,0.0,90.986213,1.4785444576235856,0.0,90.986213,1.6999517169648777,0.0,90.986213,2.063830750366611
E01000049,1,63.035680249605086,65.10955412981708,69.25730189024111,73.40504965066513,0.329,4,0.0,49.868076,1.6902355485562799,0.0,49.868076,1.879483853959404,0.0,49.868076,2.148555480391886,0.0,51.94195,1.683198065329499,0.0,51.94195,1.886268272548951,0.0,51.94195,2.1505246339787494,0.0,56.089698,1.6850352448582342,0.0,56.089698,1.9011702650999722,0.0,56.089698,2.1717169954204687,0.0,60.237446,1.6783030653694666,0.0,60.237446,1.8867109275389402,0.0,60.237446,2.1751419497820175
E01000050,0,56.79350649350648,58.99709454545453,63.40427064935064,67.81144675324674,0.388,3,0.0,56.793506,1.6931553603931375,0.0,56.793506,1.8833754666006155,0.0,56.793506,2.1616608094341068,0.0,58.997095,1.6850699909463018,0.0,58.997095,1.8904046552467442,0.0,58.997095,2.1547718810676173,0.0,63.404271,1.6883287917534298,0.0,63.404271,1.9043756341310412,0.0,63.404271,2.17926762227295,0.0,67.811447,1.6806902875777443,0.0,67.811447,1.8918552985827244,0.0,67.811447,2.1833947561958755
E01000051,1,29.276298701298693,30.8747846103896,34.07175642857142,37.26872824675324,0.546,1,0.0,16.108695,1.7251549819431367,0.0,16.108695,1.913667586867374,0.0,16.108695,2.1867655859821475,0.0,17.707181,1.718603763660509,0.0,17.707181,1.921197363391559,0.0,17.707181,2.17901365635628,0.0,20.904153,1.720925325302202,0.0,20.904153,1.9366739516100657,0.0,20.904153,2.2011679248055733,0.0,24.101124,1.7139641677201585,0.0,24.101124,1.923486113853294,0.0,24.101124,2.2051478386285472
E01000052,0,75.13831168831167,78.22649629870128,84.4028655194805,90.57923474025972,0.411,2,0.0,75.138312,1.6411689101539775,0.0,75.138312,1.8347303437478921,5.0,9.3002923,2.154234781923165,0.0,78.226496,1.6310071531978203,0.0,78.226496,1.8397073580701098,5.0,12.388477,2.1587322105543025,0.0,84.402866,1.6348470919744427,0.0,84.402866,1.8543782208321118,6.0,5.3972422,2.1969851887710616,0.0,90.579235,1.6269485536825512,0.0,90.579235,1.8425397046488523,6.0,11.573611,2.199388035428819
E01000053,1,70.236368574564,73.01070513325928,78.55937825064983,84.10805136804039,0.395,3,0.0,57.068765,1.4079173769778786,0.0,57.068765,1.6067046995505252,4.0,4.3983491,1.9418151105816839,0.0,59.843101,1.3893189785116462,0.0,59.843101,1.6054467476376386,4.0,7.1726857,1.9535626500966377,0.0,65.391774,1.3812483943632885,0.0,65.391774,1.6279160028829363,4.0,12.721359,1.9778695132637436,0.0,70.940447,1.3738366849584311,0.0,70.940447,1.599660411560881,5.0,5.1024281,1.9881637038657303
E01000054,0,77.65129870129869,80.48557110389609,86.15411590909089,91.8226607142857,0.365,3,0.0,77.651299,1.4459037028838124,0.0,77.651299,1.649228952519417,5.0,11.813279,2.021932171263463,0.0,80.485571,1.4291276023718897,0.0,80.485571,1.647622180159865,6.0,1.4799478,2.0392160232622647,0.0,86.154116,1.425637377666526,0.0,86.154116,1.669964321956473,6.0,7.1484926,2.0760057682516377,0.0,91.822661,1.4222132078616199,0.0,91.822661,1.6431690365446734,6.0,12.817037,2.0727138300690324
E01000055,0,68.22759740259738,70.82706886363634,76.02601178571427,81.2249547077922,0.381,3,0.0,68.227597,1.469987246655183,0.0,68.227597,1.6716060898664469,5.0,2.389578,2.042874586607967,0.0,70.827069,1.4560322053880772,0.0,70.827069,1.6732489521074845,5.0,4.9890494,2.052947088427668,0.0,76.026012,1.4540705052794372,0.0,76.026012,1.6943800992173674,5.0,10.187992,2.0913447594220553,0.0,81.224955,1.4489925275947755,0.0,81.224955,1.670105584451934,6.0,2.2193314,2.087021284600464
E01000056,0,66.97110389610388,70.16562555194804,76.55466886363635,82.94371217532465,0.477,1,0.0,66.971104,1.4248117022320859,0.0,66.971104,1.6254955308861305,5.0,1.1330845,1.9836427856490788,0.0,70.165626,1.4075124329273065,0.0,70.165626,1.6241960849115678,5.0,4.3276061,1.9952037976458534,0.0,76.554669,1.402075339400406,0.0,76.554669,1.647765409612476,5.0,10.716649,2.026798796368315,0.0,82.943712,1.3967911726928688,0.0,82.943712,1.620292669681647,6.0,3.9380889,2.033338796885305
E01000057,2,54.40616883116882,56.299503506493494,60.08617285714285,63.87284220779219,0.348,3,0.0,28.070961,1.485250876037237,0.0,28.070961,1.6891414370687532,0.0,28.070961,2.0333566137379693,0.0,29.964296,1.4707243089356947,0.0,29.964296,1.6898187251875485,0.0,29.964296,2.0411407771775214,0.0,33.750965,1.469165301063395,0.0,33.750965,1.710479570714966,2.0,7.4157573,2.0977023469175897,0.0,37.537634,1.4654004499152264,0.0,37.537634,1.6859377865710539,0.0,37.537634,2.0734579960787904
