lsoa_code,lsoa_name,driving_age_pop,income_score,income_decile,D_A,D_B,D_C,D_D
E01003872,Richmond upon Thames 007D,1262,0.075,9,156.488,157.66166,160.00897999999998,162.3563
E01003873,Richmond upon Thames 006A,1347,0.077,9,167.02800000000002,168.31411560000004,170.8863468,173.45857800000002
E01003874,Richmond upon Thames 006B,1264,0.062,10,156.736,157.7077632,159.65128959999998,161.59481599999998
E01003875,Richmond upon Thames 006C,1283,0.1,8,159.092,160.68292000000002,163.86476000000002,167.0466
E01003876,Richmond upon Thames 008B,1629,0.071,9,201.996,203.43017160000002,206.29851480000002,209.16685800000002
E01003877,Richmond upon Thames 008C,1179,0.065,10,146.196,147.14627399999998,149.04682200000002,150.94737
E01003878,Richmond upon Thames 006D,1225,0.25,4,151.9,155.6975,163.2925,170.88750000000002
E01003879,Richmond upon Thames 008D,1112,0.062,10,137.888,138.7429056,140.4527168,142.16252799999998
E01003880,Richmond upon Thames 016A,1206,0.061,10,149.544,150.4562184,152.2806552,154.105092
E01003881,Richmond upon Thames 016B,1427,0.049,10,176.948,177.8150452,179.5491356,181.283226
E01003882,Richmond upon Thames 014A,1575,0.059,10,195.3,196.45227000000003,198.75681000000003,201.06135000000003
E01003883,Richmond upon Thames 014B,1523,0.078,9,188.852,190.3250456,193.27113680000002,196.21722799999998
E01003884,Richmond upon Thames 016C,1388,0.109,8,172.112,173.9880208,177.7400624,181.49210399999998
E01003885,Richmond upon Thames 016D,1246,0.1,8,154.50400000000002,156.04904000000002,159.13912000000002,162.22920000000002
E01003886,Richmond upon Thames 021A,1294,0.092,9,160.45600000000002,161.93219520000002,164.88458560000004,167.83697600000002
E01003887,Richmond upon Thames 021B,1485,0.053,10,184.14000000000001,185.11594200000002,187.06782600000003,189.01971
E01003888,Richmond upon Thames 021C,1664,0.205,5,206.336,210.565888,219.02566399999998,227.48544
E01003889,Richmond upon Thames 021D,1379,0.052,10,170.996,171.88517920000004,173.6635376,175.441896
E01003890,Richmond upon Thames 018C,1304,0.101,8,161.69600000000003,163.32912960000002,166.59538880000002,169.86164800000003
E01003891,Richmond upon Thames 018D,1479,0.057,10,183.39600000000002,184.44135720000003,186.5320716,188.62278600000002
E01003892,Richmond upon Thames 009A,1651,0.038,10,204.72400000000002,205.50195120000004,207.05785360000004,208.613756
E01003893,Richmond upon Thames 009B,1364,0.063,10,169.136,170.2015568,172.33267039999998,174.463784
E01003894,Richmond upon Thames 009C,1357,0.056,10,168.26800000000003,169.21030080000003,171.09490240000002,172.97950400000002
E01003895,Richmond upon Thames 009D,1357,0.089,9,168.26800000000003,169.7655852,172.7607556,175.75592600000002
E01003896,Richmond upon Thames 014C,1563,0.089,9,193.812,195.5369268,198.98678040000001,202.436634
E01003897,Richmond upon Thames 014D,1573,0.124,7,195.05200000000002,197.4706448,202.3079344,207.14522400000004
E01003898,Richmond upon Thames 015A,1327,0.113,8,164.548,166.40739240000002,170.1261772,173.844962
E01003899,Richmond upon Thames 015B,1118,0.113,8,138.632,140.19854160000003,143.33162480000001,146.464708
E01003900,Richmond upon Thames 015C,1322,0.251,4,163.928,168.0425928,176.2717784,184.50096399999998
E01003901,Richmond upon Thames 015D,1322,0.056,10,163.928,164.8459968,166.6819904,168.517984
E01003902,Richmond upon Thames 015E,1030,0.064,10,127.72000000000001,128.537408,130.17222400000003,131.80704000000003
E01003903,Richmond upon Thames 015F,1259,0.193,5,156.116,159.12903880000002,165.15511640000003,171.18119400000003
E01003904,Richmond upon Thames 015G,1202,0.153,6,149.048,151.32843440000002,155.8893032,160.450172
E01003905,Richmond upon Thames 010A,1031,0.129,7,127.84400000000001,129.4931876,132.7915628,136.08993800000002
E01003906,Richmond upon Thames 010B,1364,0.161,6,169.136,171.8590896,177.3052688,182.751448
E01003907,Richmond upon Thames 010C,1302,0.262,4,161.448,165.6779376,174.1378128,182.597688
E01003908,Richmond upon Thames 010D,1473,0.113,8,182.65200000000002,184.71596760000003,188.84390280000002,192.97183800000002
E01003909,Richmond upon Thames 010E,1314,0.144,7,162.936,165.2822784,169.9748352,174.667392
E01003910,Richmond upon Thames 011D,1310,0.082,9,162.44000000000003,163.77200800000003,166.43602400000003,169.10004
E01003911,Southwark 020A,1641,0.293,3,203.484,209.44608120000004,221.37024360000004,233.29440600000004
E01003912,Southwark 019A,1379,0.36,3,170.996,177.151856,189.46356800000004,201.77528
E01003913,Southwark 024A,1732,0.181,6,214.768,218.6553008,226.4299024,234.20450400000001
E01003914,Southwark 024B,1592,0.179,6,197.40800000000002,200.94160320000003,208.00880960000003,215.076016
E01003915,Southwark 024C,1562,0.295,3,193.688,199.401796,210.829388,222.25697999999997
E01003916,Southwark 020B,2023,0.212,5,250.852,256.1700624,266.8061872,277.442312
E01003917,Southwark 020C,1589,0.321,3,197.036,203.3608556,216.01056680000002,228.660278
E01003918,Southwark 020D,1209,0.354,3,149.91600000000003,155.22302640000004,165.83707920000003,176.45113200000003
E01003919,Southwark 021A,1351,0.234,4,167.524,171.44406160000003,179.28418480000002,187.124308
E01003920,Southwark 021B,1704,0.368,2,211.29600000000002,219.07169280000002,234.62307840000003,250.174464
E01003921,Southwark 021C,1661,0.304,3,205.964,212.22530559999998,224.74791679999998,237.27052799999998
E01003922,Southwark 021D,1793,0.363,2,222.33200000000002,230.4026516,246.54395480000002,262.68525800000003
E01003923,Southwark 017A,1426,0.278,4,176.824,181.73970720000003,191.5711216,201.40253600000003
E01003924,Southwark 021E,1595,0.373,2,197.78,205.15719400000003,219.91158199999998,234.66597000000002
E01003925,Southwark 020E,1658,0.328,3,205.592,212.3354176,225.82225280000003,239.309088
E01003926,Southwark 021F,1148,0.317,3,142.352,146.86455840000002,155.8896752,164.914792
E01003929,Southwark 002B,1783,0.234,4,221.092,226.26555280000002,236.61265840000002,246.959764
E01003930,Southwark 034A,1636,0.188,5,202.864,206.67784319999998,214.3055296,221.93321600000002
E01003932,Southwark 034B,1258,0.386,2,155.99200000000002,162.01329120000003,174.0558736,186.09845600000003
E01003933,Southwark 034C,2088,0.196,5,258.912,263.9866752,274.1360256,284.285376
E01003934,Southwark 002C,1802,0.133,7,223.448,226.41985840000004,232.3635752,238.30729200000002
E01003935,Southwark 002D,1023,0.244,4,126.852,129.9471888,136.1375664,142.327944
E01003936,Southwark 009A,1395,0.053,10,172.98000000000002,173.89679400000003,175.73038200000002,177.56397
E01003937,Southwark 009B,1391,0.231,4,172.484,176.4683804,184.43714119999999,192.405902
E01003938,Southwark 006A,1496,0.251,4,185.50400000000002,190.1601504,199.4724512,208.784752
E01003939,Southwark 002E,1775,0.178,6,220.10000000000002,224.01778000000004,231.85334,239.68890000000002
E01003940,Southwark 006B,1288,0.337,3,159.712,165.0942944,175.85888319999998,186.623472
E01003941,Southwark 006C,1719,0.223,5,213.156,217.9093788,227.4161364,236.92289399999999
E01003942,Southwark 006D,1440,0.335,3,178.56,184.54176,196.50528,208.4688
E01003943,Southwark 009C,1226,0.35,3,152.024,157.34483999999998,167.98651999999998,178.62820000000002
E01003945,Southwark 033A,1361,0.149,6,168.764,171.2785836,176.3077508,181.33691800000003
E01003946,Southwark 033B,1455,0.152,6,180.42000000000002,183.16238400000003,188.64715200000003,194.13192000000004
E01003947,Southwark 033C,1140,0.459,2,141.35999999999999,147.848424,160.82527199999998,173.80211999999997
E01003948,Southwark 033D,1405,0.175,6,174.22000000000003,177.26885000000004,183.36655000000002,189.46425000000002
E01003949,Southwark 032A,1524,0.173,6,188.976,192.2452848,198.78385440000002,205.322424
E01003950,Southwark 032B,1567,0.31,3,194.308,200.33154799999997,212.37864399999998,224.42574
E01003951,Southwark 033E,1155,0.109,8,143.22,144.781098,147.903294,151.02549
E01003952,Southwark 030A,1328,0.168,6,164.67200000000003,167.43848960000003,172.97146880000003,178.50444800000005
E01003953,Southwark 028A,1719,0.122,7,213.156,215.7565032,220.9575096,226.158516
E01003954,Southwark 030B,1246,0.11,8,154.50400000000002,156.203544,159.602632,163.00172
E01003955,Southwark 028B,1539,0.189,5,190.836,194.4428004,201.6564012,208.87000200000003
E01003956,Southwark 030C,1453,0.106,8,180.17200000000003,182.0818232,185.90146960000004,189.72111600000002
E01003957,Southwark 032C,1411,0.119,7,174.96400000000003,177.04607160000003,181.21021480000005,185.374358
E01003958,Southwark 032D,1568,0.15,6,194.43200000000002,197.34848,203.18144,209.0144
E01003960,Southwark 012A,1554,0.263,4,192.69600000000003,197.76390480000003,207.89971440000002,218.035524
E01003961,Southwark 012B,1666,0.42,2,206.58400000000003,215.26052800000005,232.613584,249.96664000000004
E01003963,Southwark 016A,1366,0.401,2,169.38400000000001,176.1762984,189.76089520000002,203.345492
E01003966,Southwark 015B,1801,0.383,2,223.32399999999998,231.87730919999998,248.9839276,266.09054599999996
E01003969,Southwark 017B,2131,0.245,4,264.244,270.717978,283.665934,296.61389
E01003971,Southwark 015D,1040,0.418,2,128.96,134.35052800000003,145.131584,155.91264
E01003972,Southwark 016D,1134,0.316,3,140.616,145.05946560000004,153.9463968,162.833328
E01003973,Southwark 016E,1347,0.363,2,167.02800000000002,173.09111640000003,185.21734920000003,197.34358200000003
E01003975,Southwark 004A,1413,0.334,3,175.212,181.0640808,192.7682424,204.47240399999998
E01003976,Southwark 036D,1981,0.317,3,245.644,253.4309148,269.0047444,284.578574
E01003977,Southwark 010A,1553,0.32,3,192.572,198.734304,211.05891200000002,223.38351999999998
E01003979,Southwark 006E,1737,0.292,3,215.38800000000003,221.6773296,234.2559888,246.83464800000002
E01003980,Southwark 013A,1716,0.347,3,212.78400000000002,220.16760480000002,234.93481440000005,249.70202400000002
E01003981,Southwark 006F,1282,0.273,4,158.96800000000002,163.30782640000004,171.98747920000002,180.66713200000004
E01003983,Southwark 018A,1345,0.434,2,166.78,174.01825200000002,188.49475599999997,202.97126
E01003984,Southwark 023A,1940,0.27,4,240.56,247.05512,260.04536,273.0356
E01003986,Southwark 011A,1266,0.439,2,156.984,163.87559760000002,177.6587928,191.441988
E01003987,Southwark 011B,1490,0.438,2,184.76,192.852488,209.03746399999997,225.22244
E01003988,Southwark 018B,1691,0.438,2,209.68400000000003,218.86815920000004,237.23647760000003,255.60479600000005
E01003989,Southwark 018C,1765,0.321,3,218.86,225.88540600000002,239.93621800000003,253.98703000000003
E01003990,Southwark 018D,1843,0.382,2,228.53200000000004,237.26192240000003,254.72176720000004,272.1816120000001
E01003991,Southwark 017C,1077,0.461,2,133.548,139.70456280000002,152.01768840000003,164.330814
E01003992,Southwark 014A,1219,0.446,2,151.156,157.8975576,171.38067279999999,184.86378800000003
E01003993,Southwark 017D,1568,0.36,3,194.43200000000002,201.431552,215.43065600000003,229.42976000000002
E01003994,Southwark 012E,1610,0.296,3,199.64000000000001,205.54934400000002,217.36803200000003,229.18672
E01003995,Southwark 014B,1159,0.371,2,143.716,149.0478636,159.7115908,170.37531800000002
E01003997,Southwark 017E,1045,0.298,3,129.58,133.44148400000003,141.164452,148.88742000000002
E01003998,Southwark 014D,1251,0.254,4,155.12400000000002,159.06414960000004,166.94444880000003,174.82474800000003
E01003999,Southwark 014E,1205,0.318,3,149.42000000000002,154.17155600000004,163.674668,173.17778
E01004000,Southwark 026A,1609,0.332,3,199.51600000000002,206.1399312,219.3877936,232.635656
E01004001,Southwark 026B,1446,0.388,2,179.304,186.2609952,200.1749856,214.088976
E01004002,Southwark 029A,1309,0.165,6,162.31600000000003,164.99421400000003,170.35064200000005,175.70707000000004
E01004003,Southwark 023B,1494,0.381,2,185.256,192.3142536,206.4307608,220.54726800000003
E01004004,Southwark 023C,2146,0.309,3,266.104,274.3266136,290.7718408,307.217068
E01004005,Southwark 023D,1883,0.409,2,233.49200000000002,243.0418228,262.1414684,281.241114
E01004006,Southwark 023E,1544,0.26,4,191.45600000000002,196.43385600000002,206.38956800000003,216.34528
E01004007,Southwark 018E,1102,0.426,2,136.648,142.4692048,154.11161439999998,165.75402400000002
E01004008,Southwark 022B,1660,0.402,2,205.84000000000003,214.11476800000003,230.66430400000004,247.21384000000006
E01004010,Southwark 022D,1219,0.369,2,151.156,156.7336564,167.88896920000002,179.04428199999998
E01004011,Southwark 019B,1705,0.382,2,211.42,219.496244,235.648732,251.80122
E01004012,Southwark 019C,1936,0.329,3,240.064,247.96210559999997,263.7583168,279.554528
E01004013,Southwark 019D,1438,0.363,2,178.312,184.7847256,197.7301768,210.67562800000002
E01004014,Southwark 019E,1596,0.387,2,197.904,205.56288479999998,220.88065440000003,236.198424
E01004015,Southwark 028C,1468,0.152,6,182.032,184.79888640000004,190.33265920000002,195.86643200000003
E01004016,Southwark 029B,1967,0.169,6,243.90800000000002,248.0300452,256.2741356,264.518226
E01004017,Southwark 029C,1286,0.116,8,159.46400000000003,161.31378240000004,165.01334720000003,168.71291200000005
E01004018,Southwark 032E,1486,0.096,8,184.264,186.03293440000002,189.5708032,193.108672
E01004019,Southwark 026C,1706,0.25,4,211.544,216.83259999999999,227.4098,237.98700000000002
E01004020,Southwark 029D,1325,0.36,3,164.3,170.21480000000003,182.04440000000002,193.874
E01004021,Southwark 028D,1776,0.142,7,220.224,223.35118079999998,229.6055424,235.85990399999997
E01004023,Southwark 004D,1371,0.34,3,170.00400000000002,175.78413600000002,187.34440800000004,198.90468
E01004024,Southwark 011C,1607,0.366,2,199.26800000000003,206.56120880000003,221.1476264,235.73404400000004
E01004028,Southwark 004E,1980,0.336,3,245.51999999999998,253.769472,270.268416,286.76735999999994
E01004029,Southwark 001A,1714,0.15,6,212.53600000000003,215.72404,222.10012,228.47620000000003
E01004030,Southwark 007A,1268,0.276,4,157.232,161.5716032,170.2508096,178.930016
E01004031,Southwark 007B,2241,0.223,5,277.884,284.0808132,296.4744396,308.868066
E01004032,Southwark 001B,1317,0.078,9,163.308,164.5818024,167.1294072,169.677012
E01004033,Southwark 007C,1997,0.32,3,247.62800000000004,255.55209600000006,271.40028800000005,287.24848000000003
E01004034,Southwark 007D,1275,0.358,3,158.10000000000002,163.75998000000004,175.07994000000002,186.39990000000003
E01004035,Southwark 011D,1163,0.333,3,144.212,149.0142596,158.6187788,168.223298
E01004036,Southwark 007E,1635,0.351,3,202.74,209.85617399999998,224.088522,238.32087
E01004037,Southwark 010B,1586,0.328,3,196.664,203.11457919999998,216.0157376,228.91689599999998
E01004038,Southwark 010C,1932,0.309,3,239.56799999999998,246.97065119999996,261.7759536,276.581256
E01004039,Southwark 013B,1291,0.266,4,160.084,164.3422344,172.8587032,181.375172
E01004040,Southwark 013C,1441,0.425,2,178.684,186.27806999999999,201.46621,216.65435
E01004041,Southwark 013D,1289,0.334,3,159.836,165.17452240000003,175.85156720000003,186.528612
E01004042,Southwark 010D,1608,0.427,2,199.39200000000002,207.90603840000003,224.9341152,241.96219200000004
E01004043,Southwark 010E,1172,0.257,4,145.328,149.06292960000002,156.5327888,164.00264800000002
E01004044,Southwark 013E,1121,0.381,2,139.004,144.3000524,154.89215719999999,165.484262
E01004045,Southwark 027A,1194,0.376,2,148.056,153.62290560000002,164.75671680000002,175.89052800000002
E01004046,Southwark 028E,1255,0.15,6,155.62,157.9543,162.6229,167.29149999999998
E01004047,Southwark 027B,1326,0.308,3,164.424,169.4882592,179.6167776,189.745296
E01004048,Southwark 027C,1260,0.212,5,156.24,159.55228800000003,166.17686400000002,172.80144
E01004049,Southwark 027D,1023,0.315,3,126.852,130.84783800000002,138.839514,146.83119
E01004050,Southwark 024D,1199,0.107,8,148.67600000000002,150.2668332,153.44849960000002,156.63016600000003
E01004051,Southwark 027E,1085,0.081,9,134.54000000000002,135.62977400000003,137.809322,139.98887000000002
E01004052,Southwark 024E,1451,0.14,7,179.924,182.442936,187.48080800000002,192.51868000000002
E01004053,Southwark 001C,1648,0.11,8,204.352,206.59987199999998,211.09561599999998,215.59135999999998
E01004054,Southwark 001D,1358,0.087,9,168.39200000000002,169.8570104,172.78703120000003,175.71705200000005
E01004055,Southwark 001E,1090,0.395,2,135.16,140.49882,151.17646,161.8541
E01004056,Southwark 008A,1968,0.208,5,244.03200000000004,249.10786560000003,259.25959680000005,269.4113280000001
E01004057,Southwark 008B,1802,0.251,4,223.448,229.05654479999998,240.2736344,251.490724
E01004058,Southwark 008C,1553,0.076,9,192.572,194.03554720000002,196.96264159999998,199.889736
E01004059,Southwark 008D,1791,0.12,7,222.08400000000003,224.74900800000003,230.07902400000003,235.40904000000003
E01004060,Southwark 008E,1684,0.297,3,208.816,215.0178352,227.4215056,239.82517600000003
E01004061,Southwark 025A,1415,0.157,6,175.46,178.21472200000002,183.724166,189.23361
E01004062,Southwark 025B,1809,0.32,3,224.316,231.494112,245.85033600000003,260.20655999999997
E01004063,Southwark 025C,1592,0.22,5,197.40800000000002,201.750976,210.43692800000002,219.12288000000004
E01004064,Southwark 026D,1588,0.342,3,196.912,203.6463904,217.11517120000002,230.583952
E01004065,Southwark 025D,1259,0.176,6,156.116,158.86364160000002,164.3589248,169.85420800000003
E01004066,Southwark 025E,1644,0.296,3,203.856,209.8901376,221.9584128,234.02668799999998
E01004067,Southwark 022E,1801,0.384,2,223.32399999999998,231.89964159999997,249.05092479999996,266.202208
E01004068,Southwark 026E,1589,0.345,3,197.036,203.833742,217.429226,231.02470999999997
E01004069,Southwark 031A,999,0.042,10,123.876,124.39627920000001,125.4368376,126.477396
E01004070,Southwark 031B,1488,0.14,7,184.512,187.095168,192.261504,197.42784
E01004071,Southwark 030D,1220,0.205,5,151.28,154.38124,160.58371999999997,166.7862
E01004072,Southwark 030E,1318,0.08,9,163.43200000000002,164.73945600000002,167.35436800000002,169.96928000000003
E01004073,Southwark 031C,1405,0.101,8,174.22000000000003,175.97962200000003,179.49886600000002,183.01811000000004
E01004074,Southwark 031D,1326,0.072,9,164.424,165.60785280000002,167.9755584,170.343264
E01004075,Southwark 031E,1297,0.045,10,160.828,161.551726,162.999178,164.44663
E01004076,Sutton 011A,1262,0.261,4,156.488,160.5723368,168.7410104,176.909684
E01004077,Sutton 011B,1305,0.18,6,161.82000000000002,164.73276,170.55828000000002,176.38380000000004
E01004078,Sutton 011C,1345,0.252,4,166.78,170.98285599999997,179.38856800000002,187.79428
E01004079,Sutton 011D,1136,0.049,10,140.864,141.5542336,142.9347008,144.315168
E01004080,Sutton 011E,1139,0.074,9,141.236,142.2811464,144.3714392,146.46173199999998
E01004081,Sutton 011F,1240,0.162,6,153.76,156.250912,161.232736,166.21455999999998
E01004082,Sutton 011G,1131,0.105,8,140.244,141.71656199999998,144.661686,147.60681
E01004083,Sutton 019A,1167,0.478,1,144.708,151.6250424,165.45912719999998,179.29321199999998
E01004084,Sutton 024A,1208,0.062,10,149.792,150.7207104,152.5781312,154.435552
E01004085,Sutton 024B,1320,0.07,9,163.68,164.82576,167.11728,169.40879999999999
E01004086,Sutton 019B,1511,0.202,5,187.36400000000003,191.14875280000004,198.71825840000002,206.28776400000004
E01004087,Sutton 017A,1286,0.057,10,159.46400000000003,160.37294480000003,162.1908344,164.00872400000003
E01004088,Sutton 019C,1434,0.51,1,177.81600000000003,186.88461600000002,205.02184800000003,223.15908000000002
E01004089,Sutton 019D,978,0.412,2,121.272,126.26840639999999,136.2612192,146.254032
E01004090,Sutton 021A,1007,0.482,1,124.86800000000001,130.8866376,142.9239128,154.96118800000002
E01004091,Sutton 022A,1061,0.045,10,131.56400000000002,132.15603800000002,133.34011400000003,134.52419
E01004092,Sutton 022B,1250,0.063,10,155.0,155.9765,157.9295,159.88250000000002
E01004093,Sutton 025A,1277,0.075,9,158.348,159.53561000000002,161.91083,164.28605000000002
E01004094,Sutton 025B,1426,0.109,8,176.824,178.7513816,182.6061448,186.46090800000002
E01004095,Sutton 025C,1272,0.07,9,157.728,158.83209599999998,161.040288,163.24848
E01004096,Sutton 021B,1256,0.238,4,155.74400000000003,159.45070720000004,166.8641216,174.27753600000003
E01004097,Sutton 015A,1284,0.1,8,159.216,160.80816000000002,163.99248,167.17680000000001
E01004098,Sutton 015B,1037,0.073,9,128.588,129.5266924,131.4040772,133.281462
E01004099,Sutton 015C,1292,0.214,5,160.208,163.6364512,170.4933536,177.350256
E01004100,Sutton 015D,1168,0.105,8,144.832,146.352736,149.394208,152.43568
E01004101,Sutton 013A,1124,0.086,9,139.376,140.5746336,142.97190080000001,145.369168
E01004102,Sutton 015E,1184,0.121,7,146.816,148.5924736,152.1454208,155.69836800000002
E01004103,Sutton 013B,1394,0.157,6,172.856,175.5698392,180.99751759999998,186.425196
E01004104,Sutton 020A,1218,0.065,10,151.032,152.013708,153.97712400000003,155.94054
E01004105,Sutton 022C,1422,0.12,7,176.328,178.443936,182.67580800000002,186.90768
E01004106,Sutton 022D,1324,0.027,10,164.17600000000002,164.6192752,165.5058256,166.39237600000004
E01004107,Sutton 020B,1249,0.2,5,154.876,157.97352,164.16856,170.36360000000002
E01004108,Sutton 024C,1528,0.111,8,189.472,191.57513920000002,195.78141760000003,199.98769600000003
E01004109,Sutton 024D,1318,0.237,4,163.43200000000002,167.30533840000004,175.0520152,182.79869200000002
E01004110,Sutton 016A,1629,0.176,6,201.996,205.55112960000002,212.6613888,219.77164800000003
E01004111,Sutton 016B,1333,0.108,8,165.29200000000003,167.07715360000003,170.64746080000003,174.21776800000004
E01004112,Sutton 016C,1345,0.043,10,166.78,167.497154,168.93146199999998,170.36577000000003
E01004114,Sutton 025D,1500,0.033,10,186.0,186.61380000000003,187.8414,189.069
E01004115,Sutton 009A,1421,0.112,8,176.204,178.17748480000003,182.12445440000002,186.071424
E01004116,Sutton 008A,1299,0.107,8,161.07600000000002,162.7995132,166.24653960000003,169.69356600000003
E01004117,Sutton 006A,1137,0.061,10,140.988,141.84802679999999,143.56808039999999,145.28813399999999
E01004118,Sutton 009B,1407,0.161,6,174.46800000000002,177.27693480000002,182.89480440000003,188.51267400000003
E01004119,Sutton 009C,1108,0.073,9,137.39200000000002,138.39496160000004,140.40088480000003,142.406808
E01004120,Sutton 016D,1223,0.042,10,151.65200000000002,152.2889384,153.56281520000002,154.836692
E01004121,Sutton 006B,1223,0.159,6,151.65200000000002,154.0632668,158.88580040000002,163.708334
E01004122,Sutton 008B,1118,0.064,10,138.632,139.5192448,141.29373440000003,143.06822400000001
E01004123,Sutton 002A,1716,0.339,3,212.78400000000002,219.99737760000002,234.4241328,248.85088800000003
E01004124,Sutton 002B,1505,0.344,3,186.62,193.039728,205.879184,218.71864
E01004125,Sutton 001A,1224,0.388,2,151.776,157.6649088,169.44272640000003,181.22054400000002
E01004126,Sutton 002C,1187,0.336,3,147.188,152.1335168,162.02455039999998,171.91558399999997
E01004127,Sutton 005A,1394,0.239,4,172.856,176.9872584,185.24977520000002,193.51229199999997
E01004128,Sutton 002D,1149,0.317,3,142.476,146.9924892,156.02546759999998,165.058446
E01004129,Sutton 002E,1460,0.413,2,181.04000000000002,188.51695200000003,203.470856,218.42476000000002
E01004130,Sutton 003A,1416,0.14,7,175.584,178.042176,182.958528,187.87488000000002
E01004131,Sutton 003B,1448,0.149,6,179.55200000000002,182.22732480000002,187.57797440000002,192.928624
E01004132,Sutton 009D,1152,0.072,9,142.848,143.87650560000003,145.93351680000004,147.990528
E01004133,Sutton 009E,1207,0.073,9,149.668,150.76057640000002,152.94572920000002,155.130882
E01004134,Sutton 003C,1286,0.161,6,159.46400000000003,162.03137040000001,167.16611120000002,172.30085200000002
E01004135,Sutton 003D,1154,0.105,8,143.096,144.598508,147.60352400000002,150.60854
E01004136,Sutton 003E,1277,0.085,9,158.348,159.693958,162.38587400000003,165.07779000000002
E01004137,Sutton 012A,2022,0.14,7,250.72800000000004,254.23819200000005,261.25857600000006,268.27896000000004
E01004138,Sutton 013C,1370,0.207,5,169.88,173.396516,180.429548,187.46257999999997
E01004139,Sutton 013D,1203,0.164,6,149.172,151.6184208,156.5112624,161.40410400000002
E01004140,Sutton 012B,1437,0.384,2,178.188,185.03041919999998,198.71525759999997,212.400096
E01004141,Sutton 012C,1346,0.362,2,166.904,172.9459248,185.0297744,197.11362400000002
E01004143,Sutton 014A,1191,0.158,6,147.684,150.0174072,154.6842216,159.351036
E01004144,Sutton 007A,1414,0.101,8,175.336,177.1068936,180.64868080000002,184.190468
E01004145,Sutton 007B,1725,0.17,6,213.9,217.53629999999998,224.8089,232.0815
E01004146,Sutton 007C,1537,0.135,7,190.588,193.16093800000002,198.306814,203.45268999999996
E01004147,Sutton 007D,1295,0.12,7,160.58,162.50696000000002,166.36088,170.21480000000003
E01004148,Sutton 014B,1310,0.353,3,162.44000000000003,168.17413200000001,179.64239600000005,191.11066000000002
E01004149,Sutton 012E,1478,0.132,7,183.27200000000002,185.69119040000004,190.52957120000005,195.36795200000003
E01004150,Sutton 021C,1635,0.292,3,202.74,208.66000799999998,220.500024,232.34004
E01004151,Sutton 021D,1571,0.174,6,194.804,198.19358960000002,204.9727688,211.751948
E01004152,Sutton 018A,1436,0.231,5,178.06400000000002,182.1772784,190.4038352,198.630392
E01004153,Sutton 021E,1493,0.159,6,185.132,188.07559880000002,193.96279640000003,199.84999399999998
E01004154,Sutton 022E,1183,0.063,10,146.692,147.6161596,149.4644788,151.31279800000002
E01004155,Sutton 018B,1494,0.148,7,185.256,187.9977888,193.4813664,198.964944
E01004156,Sutton 018C,1615,0.145,7,200.26,203.16376999999997,208.97131000000002,214.77885
E01004157,Sutton 016E,1020,0.04,10,126.48,126.98592000000001,127.99776,129.0096
E01004158,Sutton 018D,1338,0.117,8,165.912,167.8531704,171.7355112,175.617852
E01004159,Sutton 014C,1278,0.138,7,158.472,160.6589136,165.03274080000003,169.406568
E01004160,Sutton 014D,1292,0.147,7,160.208,162.56305759999998,167.2731728,171.983288
E01004161,Sutton 014E,1180,0.114,8,146.32000000000002,147.98804800000002,151.32414400000002,154.66024000000002
E01004162,Sutton 018E,1342,0.201,5,166.40800000000002,169.75280080000002,176.44240240000002,183.13200400000002
E01004163,Sutton 005B,1359,0.122,7,168.51600000000002,170.57189520000003,174.68368560000002,178.795476
E01004164,Sutton 004A,1186,0.124,7,147.06400000000002,148.88759360000003,152.53478080000002,156.18196800000004
E01004165,Sutton 005C,1395,0.229,5,172.98000000000002,176.94124200000002,184.863726,192.78621000000004
E01004166,Sutton 004B,1257,0.168,6,155.86800000000002,158.4865824,163.72374720000002,168.96091200000004
E01004167,Sutton 005D,1201,0.365,2,148.924,154.359726,165.231178,176.10263000000003
E01004168,Sutton 013E,1263,0.108,8,156.612,158.30340959999998,161.68622879999998,165.069048
E01004169,Sutton 004C,1268,0.272,4,157.232,161.5087104,170.06213119999998,178.615552
E01004170,Sutton 017B,1703,0.198,5,211.172,215.3532056,223.71561679999996,232.078028
E01004171,Sutton 010A,1242,0.114,8,154.008,155.7636912,159.2750736,162.786456
E01004172,Sutton 010B,1434,0.347,3,177.81600000000003,183.98621520000003,196.32664560000003,208.66707600000004
E01004173,Sutton 010C,1124,0.137,7,139.376,141.2854512,145.1043536,148.923256
E01004174,Sutton 017C,1245,0.185,5,154.38,157.23603,162.94809,168.66015
E01004175,Sutton 010D,1391,0.122,7,172.484,174.5883048,178.7969144,183.005524
E01004176,Sutton 010E,1192,0.18,6,147.808,150.468544,155.789632,161.11072000000001
E01004177,Sutton 020C,1452,0.303,3,180.048,185.5034544,196.4143632,207.32527199999998
E01004178,Sutton 017D,1804,0.245,4,223.69600000000003,229.17655200000002,240.137656,251.09876000000006
E01004179,Sutton 017E,1287,0.089,9,159.588,161.00833319999998,163.84899959999998,166.689666
E01004180,Sutton 020D,1450,0.056,10,179.8,180.80688,182.82064,184.83440000000002
E01004181,Sutton 020E,1388,0.216,5,172.112,175.8296192,183.2648576,190.700096
E01004182,Sutton 019E,1288,0.342,3,159.712,165.1741504,176.0984512,187.022752
E01004183,Sutton 001B,1353,0.328,3,167.77200000000002,173.2749216,184.28076480000004,195.286608
