evse_uid,total_records,availability_rate,utilisation_rate
c4e0b8bab0e2412fab476898350f066a,942,0.4947,0.4703
c4e0ef9f67f1a0f1241a35b4f1bea25c,959,0.4943,0.4891
c4e145bec5eaea1fbe3d099f4ea663fa,4,0.5,0.5
c4eceb145b3c3bddb6aef4b3e036f585,83,0.494,0.3855
c4edb58a8432969ec350568bca34d50c,91,0.4396,0.4615
c4ee0a48deb01215088c16d824126de5,88,0.5,0.3864
c4ee79af806e4160bc600c63130b289a,560,0.4964,0.4429
c4f2a8889d5ace0aac8d8223c7ebed6a,56,0.5,0.3929
c4f5ebf7b1989112e31d9119a8e0db83,57,0.0,0.0
c4f751d1b3a7419495f02f9d1c5d506f,228,0.4737,0.4298
c4f962043c1bf5c81df16a7efd9fe194,1092,0.478,0.4643
c4fad6e9c5c89f0402c318d6f0e2f7cb,317,0.4858,0.4606
c4fe4302f3ca098aad83430a91f94f3b,151,0.5099,0.053
c501935b24a85a7938b024117c1ac3bc,287,0.4913,0.3902
c501bbf6c7794fe7a49dd3220bdecdc0,317,0.4953,0.4038
c501fa7ef8ea09a42c9424a6e0d816e4,16,0.625,0.0
c50557ab35b2671a62ae9e79612015cc,469,0.4755,0.4286
c505fcc2bd274c8c8cb5cefba91e0523,352,0.4801,0.4148
c50761eaecd2950b207740af9c1aee2a,723,0.4882,0.4965
c5097e6e8a2788ebd11b35d51d2b32e3,2248,0.496,0.4978
c50cad603df2c182b1b2763fb27b78ac,560,0.5071,0.4929
c50d645fcc254925a08fb5892ec13fa1,166,0.4699,0.4217
c50ead658f2f0f1a7e5b31972737ce94,112,0.5,0.2857
c50f7ed170e926463816c1536a270983,75,0.5067,0.0
c5109c5eb06e5390670fc1509bf18fc0,71,0.5775,0.3662
c51125b6a264ddb36fa514d61cbc2dd9,6405,0.3828,0.1568
c511ea65d08547145558d42d1bed4134,229,0.5022,0.4803
c511f948583b768dcb16850403ae5168,1324,0.4894,0.4456
c5127635fac0fdfdb37d0bab5b9f9085,8,0.5,0.0
c515792672f24ff9aee0560d78fe7d02,75,0.4933,0.0267
c515ea5f46fb580674638522e652335f,16,0.5,0.375
c519d4ffdf8f4678b281b003ae644073,818,0.4853,0.4474
c51a6a7fe05b0fb1311d456f4d0db271,9,0.6667,0.0
c51b3c53ca134877b4ba4f486cff8d40,65,0.4154,0.3385
c51c6bfea09186bd1838ddc60cd7b8f3,63,0.4603,0.254
c51f9785eda8e9beef4e78151aff7b4a,1372,0.4847,0.32
c525acd005d1ec0a3adaa201c44f2bcd,168,0.5,0.0952
c527844c5f44cd3e69354129bdad66bd,182,0.4945,0.1978
c527e71da8874fdfa98c6d2bd296f31a,165,0.4485,0.4182
c528c55f5c01d70dcb9777a7513e0efc,481,0.474,0.0125
c52b4704a67ca8dd2143a018988f7cc3,40,0.775,0.05
c52bb431184a41eb85c98cb839d01a88,41,0.4634,0.122
c534569a5494aab69f912b6306f72587,230,0.4957,0.3217
c536d8df57f84eddb7a6e846acd51bf5,498,0.494,0.4538
c53ba238ef733a127e3d09a1ebf8bb71,4,0.5,0.0
c53be60ad9939338e6e7014a7b18c0bb,6,0.6667,0.3333
c53c49776912e8ddd58ee6987317a3a8,1158,0.4836,0.4732
c53e676a59ee02274b46b2f5fdddeb2a,201,0.4876,0.4378
c53ea7bc8a3c0e8081047d70a64b10ad,98,0.6327,0.3469
c53f38151d948b8bb0be731ed20d3ce4,4408,0.4279,0.2314
c53f6880648e8ffef975438fc889d848,2,1.0,0.0
c5412d5ab8f14000b3cbd3baec078fb0,553,0.4882,0.4901
c5422aed30964c53a17f9385b5b1067a,382,0.4293,0.3743
c54333704013895f887063f294c5ce10,469,0.4606,0.1343
c5450a2893d34866a2ed3cd12fa65c1e,723,0.4938,0.4661
c5463aea7ec43a0af8dc75cc91b2be3f,8,0.75,0.0
c549f51a28e7497aa6893728c630619b,179,0.4134,0.257
c54a3a7afcc42be539600aa9b0b9348b,1364,0.5007,0.4993
c54b94eda8ac65f218897ca113e7f6aa,246,0.5203,0.4797
c553c5e9fcdb6c682c50a3e6138dc456,1159,0.4927,0.4935
c5551b4f76be55ae1941ca8564e67dfa,611,0.4632,0.3011
c558c101e599dd86a0d31e22fe4dd306,181,0.4586,0.3867
c55cbc40445758d7460095c5fe728655,48,0.5417,0.25
c562a843ff5e4e6785673d0a5058716a,520,0.5,0.4885
c56337fd976777ccc54fa6ba9906b129,2,1.0,0.0
c567318b3d4eadb397da6e9b01066c5c,88,0.3864,0.2955
c5689af6613e6b2d3f4b81f4911fc4eb,64,0.5,0.0938
c572b92230a04718af844c37a249b41a,311,0.4405,0.4341
c5778c4ee7484079879ffbe9107a47db,18,0.5,0.0
c577b391310a4a7a9b568dfb29b64cd9,121,0.5289,0.314
c578adc72f71c15df7775b96e6ee48b1,1467,0.4813,0.4738
c57b0e764ff0c0cebb163b6c36c53534,1447,0.4623,0.3414
c57b1c88cb68c49fcc59d6fc493500d0,2,1.0,0.0
c57c3836f42285ee95700961168673ae,227,0.4934,0.3965
c57c9dd06df0bdeb9ae1da24306e91c3,740,0.4811,0.4649
c57d21dbd6df4ca2baf217bbce90c22e,1576,0.4924,0.3756
c57dbd8adbf04a2abb02cdbf25c2f75b,279,0.4158,0.3262
c58185e2bddd8e3c21fe5b9c88687f19,124,0.4919,0.2419
c585ff42e2e58ad0f05f1173f9ccc84f,1007,0.4667,0.2125
c5869693967ab85f787f048e36c0a26b,409,0.4914,0.4694
c595c6209b0dc694bb5964443f47558d,79,0.7595,0.0
c5996049038347d78d756cf04454066b,33,0.3939,0.2727
c59c6defed5043e19c756b42367f51b2,295,0.4915,0.4339
c59e019f20c257abf20ea3b449f88e61,1186,0.489,0.489
c5a0e27ae558693504b648e2609feb3a,57,0.5088,0.4211
c5a10a0d73a3135ec964610d918a73f3,244,0.4959,0.418
c5a33aa8c38db0bc885806573d675a29,4,0.5,0.0
c5a446b0bbe72608c53a262f593617d3,2408,0.4834,0.4311
c5a82aef9e737c67c78feeafe9589ca2,112,0.4643,0.4286
c5a8ed7f14633dcfb12074b968e5cb72,932,0.2489,0.3133
c5a9d88faa4878372ddb0b26ff230cc6,21,0.4762,0.0
c5aeb7203ddf70d89a38cedce5560630,160,0.5,0.3125
c5b0e9e134f1b66ae9e28f34f8782ab0,1112,0.4928,0.4784
c5b2aa7410ba18f14f6b538fcf3c5d79,298,0.5034,0.1074
c5b3935912558a11b9555d8b9ba8e1e8,72,0.5278,0.0278
c5b4900deacbcf64f409d7c8e63a7f67,16,0.8125,0.0
c5b650eb1d576c08218188947f555b15,419,0.5012,0.4893
c5ba538565c2f6dd3cc68cbfa6bce209,659,0.4901,0.4219
c5bb2f67ff430a514342a548f4ecd577,308,0.4221,0.2792
c5bd5e6c228e6297e8da35c025cf4312,2,1.0,0.0
c5bdec1b1f57c099b86e9fec7c331fab,130,0.4769,0.4462
c5c4cbc13ca1c2d4cf35725edbe8d21b,368,0.4484,0.4647
c5c7b81aedcdf265573dee72a1eb1feb,22089,0.4579,0.0534
c5c82b22fd41962a3a7f6b42cca2666f,486,0.4959,0.4527
c5ca0147197b4c04b01b863cb381861b,1576,0.4918,0.4848
c5ca2da0936142f69fadb209a2f4d24b,220,0.5273,0.4636
c5cb2184100cefa8e04cf49c7bee1c8f,644,0.4798,0.236
c5cf60b7474e3af48e1f57f75b62cef3,24,0.5,0.0
c5d238a589d681305bad5e6b4218c1b6,430,0.486,0.4279
c5d3036df25408311153dd38d25f484e,2,1.0,0.0
c5d36036f4c193b3b37254ada23d15f7,12,1.0,0.0
c5d38cdc3f954eb081f6bd84dc6324b9,619,0.4863,0.462
c5dac0cd8ead6f9e6eba2c0e4cf86dbf,50,0.52,0.48
c5dace3b883a3a34730378ac5ecfbfc9,556,0.4856,0.4748
c5db9bcb46d8792a2d36511dcffb77d8,212,0.4623,0.1604
c5deefa109b847a6a646cabccd83df1d,475,0.4821,0.3074
c5e0a5bdce9b5f3809ba940bf1446dca,2,1.0,0.0
c5e0cfa7a25b2e5a78f090132cb26aad,10,0.4,0.0
c5e3a80e7f89e8f014422484e170e30f,36,0.5556,0.3889
c5e89e2bc539bfc5ea239ac56f3f6d77,698,0.404,0.414
c5ef26af0f98a29e2be6403ee0169b85,7,0.7143,0.0
c5f2a8663143db16ed5c68825dfa42ac,637,0.5008,0.4961
c5f352aa775ea9105f17289208671ecb,2,1.0,0.0
c5f394d1f8024fc3b82cacc3ba219424,70,0.4571,0.2429
c5f5ef6c7f4b4ee38c8217d7bae1077a,223,0.4529,0.2556
c5fa10d552284aebbe7057873f20996d,95,0.4105,0.2737
c5fad87166574d42897115045c937fda,369,0.4607,0.3686
c5fc5a33a67a475fa8f83e00b01228bb,611,0.491,0.4861
c5fc94afe5664c34a888c1365174abca,65,0.4462,0.0923
c5fcd8a5d0fda450c1582f16bae56300,2,1.0,0.0
c5ff98c17e385a06eca40d6cd5d9d621,323,0.4706,0.3901
c6005eb5e5824718b8e5bd499cb58e7c,766,0.4987,0.4987
c60415b4f55242ffce48d0015e3327b9,7024,0.4833,0.4692
c607d5d2fe4846ada16b0e4e3132cecf,487,0.4908,0.3326
c60896854dae3a24adf7c61ef86c8736,846,0.4835,0.4787
c60ae2e5643e401189ae9ad6042b670b,697,0.5007,0.4993
c60fa4067eca1bfa95a7a549a9b21958,1710,0.4947,0.4854
c61161d50274e094dfb55a178e68b477,76,0.5,0.4737
c612778823fc4bdaad1073ee0bf55f85,395,0.5089,0.481
c619e0326fcea6c810dc3562557b9df2,458,0.4891,0.3581
c61ae07e01d7438eae074479f3db117f,27,0.4444,0.1111
c61bbcaf3ee31424505d4d79793d4093,225,0.5022,0.4622
c6202cf5a7829aef9e9fa14a86f7cfb0,133,0.4737,0.4511
c621377e009541ba876d5908765b7309,313,0.4153,0.3802
c622087d995f49c88a5a451f19c409b6,375,0.504,0.48
c623964fce2a41f19ff515c4a751905d,421,0.4917,0.4513
c62535f22f6f6701057fc7db41aaafed,800,0.4788,0.4388
c62765b2d29753e524e3d7f5c921e43d,232,0.4957,0.4957
c6278fb0a41149b2a3a46254febea36f,632,0.4873,0.4209
c629ad3b54c24d96896d23fd4bfb7529,130,0.4615,0.1923
c62f7b3cea89496985cadbde4a711f1a,457,0.5055,0.4595
c62f821e16c86d5d2d08c49c31ca735e,8,0.0,0.0
c632c6406c3a4b03954ca29a76d3b495,101,0.5446,0.3168
c63a32e18c391844a44a6a3966334568,60,0.5,0.3
c63a38bd2f8f4ff66b5943adee60f1f2,96,0.5,0.2292
c63f4f0b706181375d88c3375e8ad95d,195,0.4872,0.4513
c641c9f46f7840f19fcdc871d9e410f1,159,0.4591,0.3396
c6429db597554c92a105cb33d1aa4290,1340,0.2739,0.4657
c643c67df1c442aea37b70e83b8bfb41,100,0.48,0.26
c6481911ba616b41001b838a82643acc,90,0.4889,0.4889
c649ce87df6c0cc24ab13a319231d566,45,0.4222,0.2444
c64b28b9a76d8417e1f2ed5c78e4ffef,6494,0.4664,0.4752
c64d54f0fb8e1c221ce1f30d4ee50c46,82,0.4634,0.4146
c64ddd7fa1cce13ebde4e0b4fd92c610,764,0.5,0.5
c64e0c9487d5d018acaa2e90f7c89d22,3392,0.4517,0.3927
c64e2c5774c6f9f300e1b4a10f5ba488,6,0.6667,0.0
c64e6602d60959ca8289ed0213c10b66,44,0.5,0.3182
c64ed10d1e6d431eb227fc37607c4a45,13,0.4615,0.1538
c64ede120fb5c03e9405542a1a1cfbbd,11,0.7273,0.0909
c64f3976174244c1afdddea0e4a400c6,25,0.52,0.0
c64f5df9f7dff1e383d2ed5f6aee2cc3,36,0.5,0.3333
c65183cfaafff2e68c9e2f60e933b767,2,1.0,0.0
c654deecbb4a33b6c94989eddc18962a,10859,0.4711,0.4709
c65509aeda86d4ff94e0c761bea52272,48,0.5,0.0
c655cdff8c7a0e62cf5cda75c460d25a,6573,0.4771,0.4633
c65f5a1ced3808fe436519d6ac9435a9,1149,0.4952,0.47
c6605121a82c7d3f40872ef2b728b752,1320,0.5114,0.4667
c661deda70824508942f2901a06a7001,1125,0.4853,0.4462
c664de3995be3c64ae575482211a0294,2018,0.4787,0.4455
c668e79bc4b4e19093772e1d6d1db0f1,492,0.5,0.4837
c66bd97f2e16aa86aceff026ab55ee67,26,0.3846,0.3462
c66cdf82cc36ce7a243769c062b49097,18,0.5556,0.3333
c66d40c7a33247acb3a5294066a26049,443,0.4695,0.3115
c66d47a84e634697a3e9067b86cdf680,49,0.4694,0.2857
c66eb5f255ccd8bbd318dc8011a9ca54,220,0.5,0.5
c66fb00237dbd935728dad2750b20a1e,183,0.5082,0.4699
c670dd5f482740aba0f3325075543133,618,0.4903,0.4353
c67185356affba2087923b9b64e1e45b,2,1.0,0.0
c6759bc59a386422457bbbda39704ec5,2,1.0,0.0
c676ce79abd547cb94db33a2a63647bd,949,0.491,0.4373
c67a7e738d2115d014cede5bc208e006,446,0.4978,0.1704
c67add121fd7cf2efc456c256ed0c61f,2,0.0,0.0
c67af4dbdd11603b1735fa76fab81742,195,0.4821,0.4872
c67f5d77bddf1fa60df052dcd593db86,18,0.5556,0.3333
c6829bb790114a0bbc3dd8381dec19d4,348,0.5,0.4052
c6883e19404de65d9e8504413dcd9d5b,655,0.4947,0.0672
c688fc758f3c757e7d3d4e6124ec6428,163,0.4969,0.1963
c68b1cadd93dbb60ca496a59ff06345f,205,0.4732,0.2829
c68e645f0dce69548b294f5f7ccb9e54,90,0.5111,0.2
c6900f060bbecb6a385ef8795d536478,227,0.4846,0.4361
c690eb1dc0cdac13cd1f793bddaefd02,13333,0.4838,0.4778
c699375d88984b7fba3df81eaa8a6e00,105,0.4762,0.3429
c69cc2554e1c49cd98060271c8a03871,701,0.4807,0.4451
c69e34541163e9677d25abfd755d403f,99,0.5051,0.4646
c6a2987cda5ff0760898ae8ba1c25b0a,60,0.5,0.1667
c6a3b6f4ad8f1f1fd0733ab11fa49cb8,2,1.0,0.0
c6a6387195df43d99b8015d30f8b7e24,6800,0.4657,0.0743
c6a68c151ebc4b25ad7664b0bf708e0b,68,0.4412,0.3382
c6a791ccf4abd9d190aedd0dfac93026,72,0.5,0.4167
c6a9810a4900487c924756ca1250c0d7,1400,0.4979,0.4757
c6ab1d8770ba42b7a258da7cd50cbb43,558,0.4982,0.491
c6ab76af1c934c3f846a9cae261fccec,19,0.4211,0.1579
c6ac2f9acbb04109ba0ea8e190836f32,191,0.5079,0.3141
c6aea883f2cdbaaef143082fdcb53c66,427,0.4941,0.4684
c6b0d353c12f4c2888b35101ff84c122,344,0.468,0.3605
c6b914ab427649f44074f9d242e3bd13,224,0.5089,0.1964
c6ba093492fc884ea8afa38b38a19951,7785,0.492,0.5001
c6bd2dfca9e14e379e5d931450d74540,252,0.496,0.381
c6be0ea7852148d4925be9467da57876,210,0.4857,0.3238
c6c26873330487267e6d32ebc3364d6f,2,1.0,0.0
c6c455c9227f933927de676d42fe49ff,251,0.4861,0.2629
c6c7673d06964a5290093334e99794ad,38,0.5,0.0
c6c957bd828c4a3833fb63cbc9408fae,18879,0.4566,0.4
c6c9ad0ca630c509bd48e77ac8eebf4d,257,0.5019,0.1089
c6c9f0a472362c12303841452e356479,4,0.5,0.5
c6cc9691b26ecbb0e89f52fd4eeb32d7,2463,0.4994,0.0053
c6ce10544544a099893552dd0c67ad26,1212,0.4827,0.0611
c6ced55070258caf74881da2e579308e,26,0.5385,0.0
c6cf5ecc9dcf6f2f41f00fd40f03105a,3382,0.4962,0.4879
c6d55f7485ec4b138f2375da07bcd284,859,0.4936,0.4994
c6d5d2a86bb7eef8799a0b2e0604fe5f,116,0.4828,0.3793
c6d8266c0e12617b7636da3b31036e82,250,0.492,0.252
c6d8c19e5fc14b9f8e4f4dbee7cd5e86,329,0.4894,0.0456
c6de1da4cd7e950f32aeb3e6dd0ba446,519,0.4759,0.4547
c6e08347335e42319caae4d10fe03ea2,26,0.5,0.1538
c6e35760d1cd38431c5350c0efb90b63,1991,0.5133,0.0
c6e7226c42a445bfb8f8fb66ea831a53,1,1.0,0.0
c6e79047720c4d4fb37536c815ca0404,410,0.4927,0.4317
c6ea5e6ff60ba57f6373291a3bfcd312,220,0.4455,0.4636
c6ea6268f243e8c34465d47eba4e4b17,20,0.5,0.4
c6ed3bdfcf7649e6883228866be0406c,343,0.4869,0.3878
c6efa3e847954416b7a08a5beea127e8,116,0.5,0.2241
c6f084802c3dd1189db42a6f00173112,1116,0.4597,0.4355
c6f1726ad61f7ba08e98d95b3045709a,494,0.4777,0.3968
c6f213e0013f1b86a5032db2e6048de6,288,0.3472,0.3194
c6f2307070bf61cd918fabb2a3afc057,5393,0.4877,0.4832
c6f2dc1e4783c0f9c5ff92aa79c0b17d,2,1.0,0.0
c6f38b6385de8fb72dec928d2190d505,135,0.563,0.2296
c6f45884f2b433f9065e4efff899b06b,417,0.4748,0.3981
c6fef3e3d09606105d158664766087fb,2,0.0,1.0
c700d282669f403383ccefcccab428a5,531,0.5028,0.4972
c702cd8e44cf67f0227ebb1852af96d5,549,0.4827,0.4736
c7043ae0131ae5ee4197e3a119b4f5a7,227,0.5066,0.4405
c706abf11d8449dc8abfc9ef58e715e3,460,0.4957,0.4783
c70769219c9cd85e2dff70ef5c1c0f8c,458,0.4803,0.4454
c708a24dcaf0a842e9870065f1200d48,46,0.5217,0.1739
c70a8f53fb3b4bb28aa4a7f85deedeff,758,0.4934,0.4908
c70e17731d833b7512f8a3bcce0cb6d3,185,0.4757,0.2378
c7111ce1c9854622ac1d5266ba072e59,477,0.4885,0.4172
c71125912eab24571205320df405374a,269,0.487,0.4015
c7119dbd83035466d9cbdd36eeda94c3,152,0.5132,0.3289
c7186820b2f96771d4583bfa02615910,1419,0.4919,0.4834
c71bedc8c473c0980bf5b67e649f4b6f,91,0.4835,0.4505
c71cd73bead47adbd89182f3d4aad19a,2,1.0,0.0
c720435241af456d8b57c7212dc77a26,465,0.4581,0.4344
c722016aa0c4651f859101c72785f987,130,0.4846,0.2615
c728150ce05021c4199abd4bccbdaf5d,58,0.5172,0.2759
c728fac1ce684d37b6b9182f14f57ec9,6813,0.4813,0.466
c7292bebd0f60f62958f525befd390c0,222,0.4775,0.4414
c72c211c84d45379f75921083aad75a4,299,0.4883,0.3913
c72d31c2ff964e17c36eccb06cd423d6,2210,0.4955,0.4842
c7307beeb1b1495eb45e665b1333dd11,121,0.5041,0.4298
c731d570be7206733efd1e1f981e151a,225,0.4889,0.2667
c7340c1857b8997f759d859a7c93e433,94,0.5,0.0851
c734b3d7f5ac4bde809d613b9d02d6b0,1038,0.4933,0.3892
c7395d22b9a7407bacbe48c03a95b84b,46,0.4783,0.3913
c73ae6e811e1900b84a81facc19a6055,108,0.4815,0.4444
c7402b0d7db74073b8492b5d06e8c5cb,415,0.4964,0.4072
c7406ee2d4864b1c9057428e217f07f7,375,0.4933,0.3947
c7410d21b45749bcb05ab65e2dcb4b27,682,0.4795,0.434
c741b6f5a1ed47ddb0e58cb8f0fd7bf4,2960,0.4443,0.1679
c74282d1c8e7f3d6cf754d46cc495a5f,1679,0.4926,0.4842
c7439a3a7c7641a3b165473039e5ea7d,536,0.4963,0.459
c74444bfa652c2729df9bac401b40e59,719,0.4228,0.3811
c748650380c777322621c4c79bf02359,69,0.4203,0.2319
c74922aa8eb24c5c9bf37bf5e3eba986,994,0.4869,0.4688
c74b7392725c0a5e5755c050163a0958,2,1.0,0.0
c74bdff8058c491abbb5039fd205b9c5,70,0.4143,0.2429
c74bf5568b36ed250a6f4cc07a9aae91,442,0.4842,0.4977
c74c0d03705cfd23126915fbdbf9652c,1583,0.3335,0.2874
c750cd38cf0a4a508cc0070538a8711f,130,0.4385,0.3615
c754fc946c07aede1b4d9088fc456a18,526,0.4829,0.4867
c75a6e58f4688440f1b786f7e19a7e8b,2,1.0,0.0
c75ccd265256ae54df39cb848cd2f6de,258,0.5039,0.4729
c75d274538e864a25aeec7812b4cb8f3,1227,0.4866,0.4914
c762eec934709c4113c1464849356494,28,0.5,0.5
c76517bf1d7e4fe2bbc7e18788d05c88,209,0.4833,0.3158
c765d9bf2dbc9d82e1bb892612544404,134,0.5075,0.3134
c76958514d62e38465bf70d84ffe931d,293,0.5017,0.4846
c76cd8107ba97dbe73f9de0a57386c35,227,0.4493,0.4581
c76ff1c6c1d725bd12fb0aa505ba05af,105,0.381,0.1524
c77129a11e774e86b9b5947f761f2f72,49,0.4286,0.2041
c772f381cc7c4daa86a0dc79bf3b9263,175,0.4971,0.2286
c77343df99c0c4c62e3c3acc3006e2a7,32,0.5,0.125
c775b297a4fa46129fa9ddb82697cc8b,271,0.4982,0.4945
c778f804f7a94dc991e0cf22f9382736,288,0.5382,0.4444
c77cba77e21f4696a15bc729d48cc312,643,0.4914,0.3857
c782a1fb8b5e850da1e2b87d6627a11e,1,0.0,0.0
c782f1b785edaae265dcc3e2c961faa7,2,1.0,0.0
c783a78a602d43505b616504dc37228a,115,0.4957,0.087
c783de13f8d34616ba503d054c9a8a43,357,0.5014,0.493
c7878bd220e4159c5c238a589c63f0d1,48,0.5,0.5
c78a1a3f8fdf441db117a34cadad5eac,300,0.49,0.34
c78c674dbd63060ab32c2d21efa7f230,44,0.5,0.3182
c78d197237d3fc84e5ac2f58e76578a1,40,0.5,0.0
c7900abd52fd473b8ea8569aa575dce6,526,0.4962,0.4373
c792465c9d227c8ade0ed2fb582ea39b,260,0.4885,0.2615
c7935cfe7db27d95a31db83f63ccd77f,1340,0.4881,0.4627
c793d4ef752beeaff4e51428b6364ab9,5259,0.4931,0.4919
c796b7932f5dd71c760c06a8ac057850,125,0.488,0.192
c799b5d5de6ee24c1ca33e3a8e6aaf0e,155,0.4774,0.471
c79abc5b9f084cd89daa3be6e01c3cf8,23,0.4783,0.1739
c79b5e9cbd3509a15f509302fa321216,2,1.0,0.0
c79d9ef635c43634719c04dddf904362,77,0.4675,0.4156
c7a4592ac07176e13da061dcb29b23c5,98,0.5102,0.3878
c7a56daeede6d75c057c134d92022553,168,0.5,0.0
c7a6a6c7e9e444c599a2e8c00be3d4f4,212,0.5,0.3302
c7aafb4bbc394cabb03fd74e6d24aeda,124,0.5645,0.4194
c7ac2894b55123b3b36d1d087c82b922,704,0.4886,0.4446
c7adb6de131bdc48f4c3bbcfa70ff1cf,1341,0.4952,0.4884
c7b0c0676bb33489f4ed50202e91a731,48,0.4583,0.3333
c7b14da86c0083bcebed4087e57b5790,102,0.5098,0.2157
c7b4bd8b2eda6393ae5c75552092f061,28,0.5,0.5
c7b5cbb25140cd63090742c77ec9247d,689,0.4891,0.4528
c7b673358fa24b4abfd5a13f183683b2,449,0.5011,0.4811
c7b7ec752f7787ea94740c8dc30c1796,135,0.4519,0.3259
c7b8dd3223124088686a4a68677848d9,216,0.5,0.4259
c7b9c8d8d25441b887603cf64379595b,436,0.4862,0.4128
c7ba8b51f9ee867e9e7931729d0fbf84,44,0.5,0.0
c7be96f36ec6f0560261c7570d4dc7a0,74,0.3243,0.4324
c7bec5d2c71ccb5304e038eab750fec9,557,0.4883,0.4488
c7c5ca7e110edba4c49c6b72ac5dc5a7,30,0.5333,0.2
c7c77deab136f440b2b69a20d31d9a2c,332,0.5301,0.012
c7c908ebfd9d47a269753c168c80d6d1,184,0.5,0.1413
c7d82a4897b61774ae97d362b95c4d2b,2418,0.4988,0.0037
c7d9fe33eb7f400a8e7a7286e6571432,12897,0.4588,0.0648
c7de218e5203419c9a10baae69a8660e,129,0.4031,0.3566
c7e1e7147c194840a6f0807d1bacde04,33,0.4848,0.1212
c7e573fabcd70e8ec218a123520d2fd1,2,0.0,0.0
c7ea180bec54ce7597751f8a0ffa28e7,663,0.4736,0.4811
c7eb749a855840aba4e4391d35eb8709,553,0.4973,0.4882
c7eb84b814da9c574d54d87191b664ce,8,0.25,0.0
c7f85f0fa568ab37733ca7cf6d3eeed8,2,1.0,0.0
c7f96f13d58e02eb6915515b48451d0c,1762,0.4904,0.496
c7fa8ae9c0e7064fcd574cb804c9d396,1047,0.4756,0.4795
c7fde8583e84e8ffa9f0af7015d688b4,223,0.5067,0.4664
c7ff3e460339343ca51f9fc5e81cc0cb,2,0.5,0.0
c800f6e4ee3ed01f04d25e2347d92978,312,0.4327,0.3718
c8024a34ee121133b0d7422512fc98ab,6,0.6667,0.0
c808832be96046f988ef18396dd847fd,424,0.4858,0.3208
c80982277988d1a1703bc6164856624b,185,0.5027,0.3351
c80e26682ddf4ebfa8d82cd23481e8e6,612,0.4902,0.4542
c814ac5384f645f29ef167caa6d1d836,246,0.4268,0.4065
c81639eaccea42328e5bfaeb29b53631,280,0.4107,0.375
c817882ca09f8cc3ff6d56c8341b9d9c,153,0.5033,0.3137
c8193bdcdb48de25c01d6c7ff541ec4e,341,0.4809,0.3754
c819d34d9b316fb3f9c0d3adf67c3b61,880,0.4852,0.3625
c81abaeff71d2bde320d174291153bcf,220,0.5,0.2182
c81fcfea5e80382f908746d6b48c0b55,4,0.5,0.0
c8231eb22cb7d24834d1fd1318d9cd06,155,0.3742,0.2452
c825e81d4eb35670c77c01cfdc539fce,178,0.4831,0.2135
c82670337bb36b61a01e7ae2077f1b20,10201,0.4975,0.4968
c8272eee0502c6e1041b41a07a014b19,169,0.497,0.4911
c8296b1f15b598c73fb6aab22d409a21,237,0.4895,0.3671
c82ae568fea3f12068c6c2788b9d1618,6,0.6667,0.0
c82c8e8d1c974340ad7e517183a05a90,1077,0.4921,0.4745
c82db59a5e2eb18b33f25bd58c3239ec,580,0.5,0.4966
c82e75fbee3241b4a3f46549fb412191,169,0.4497,0.213
c82efc680ac1c1ea4476298c0e1c62e7,2129,0.4965,0.0554
c8327fe35c04471a963cba64874295f2,31,0.4194,0.3871
c8344ca204b0b95a70207451a438a026,1587,0.4978,0.4972
c838e62de81372c24329e526c70b2edb,44,0.5455,0.1818
c83b302162544f17ae0ee74eddf8ab66,1573,0.501,0.4927
c83cb26271ad3f0dddca326731f63ca2,29,0.5172,0.2759
c83d55caad945bb7858b4095eb5c6382,2,0.0,0.0
c84375723067cd2e8a9e65a475f1ea31,12,0.5,0.0
c8438066d4ef491d8f5840bc7c9aede0,390,0.5026,0.4872
c846e4f62ac5d111b1dc83058058553e,3447,0.4993,0.4859
c8497f4bf9dc44ab847db95ca0c92e11,237,0.519,0.4641
c84cee653ae340ac9f144084e216a46f,44,0.4545,0.3864
c84e294d29e270c14351afffef69b05e,1903,0.5013,0.0158
c84e9d7bd5d57045fce4d9996a7fd4f4,558,0.4552,0.4695
c84ff6d8ffd99bfe663af9aa581b687b,202,0.4901,0.3614
c851c0fa22b973c316f6ad52bd091e46,174,0.4828,0.1724
c8548ee592fa42c8b504a817a0727adb,325,0.4092,0.3785
c856a46f874d41a0960bb9113b6a7b18,816,0.4902,0.4363
c857d2a485fb95525883aa4df954da5b,14917,0.4822,0.5094
c85a90d393a64e21a4a5cda891496cd4,14319,0.4794,0.3434
c863e8c24fb3462e9553dd808c0213be,303,0.505,0.4884
c865d5b255faab5442c1d52438c84b62,2,0.0,0.0
c86920a2cd9444a390504a9e4b86b885,194,0.4536,0.3814
c86b7e7bd5fe66cfdc5136eaab441e5e,30,0.5333,0.4333
c86bbea61222986022cf4790f6ecc984,4,0.5,0.5
c86c06d9ecbbc4959ddf3c07ff085a5c,26,0.5385,0.0
c86d271156ec3cb032f6da28898f7f32,4,0.0,0.0
c870d6fbdf38fbbc98066b6ee5588370,288,0.4896,0.3576
c870da6a34814319bc9f124d1b68e664,772,0.487,0.4508
c870e10dc4e4c55172eeace9489eed8a,156,0.5128,0.1154
c871a97582ebc3f4adce2e3a7ff4f3a5,352,0.4403,0.3523
c8726a8917d6cde8d31f068dc976e27e,244,0.4918,0.4918
c87343d4192c11e3261f9b25345a74c9,10,0.6,0.0
