lsoa_code,lsoa_name,lad_code,lad_name,imd_score,imd_rank,imd_decile,income_score,income_rank,income_decile
E01001460,Enfield 024B,E09000010,Enfield,49.247,2486,1,0.542,1726,1
E01001461,Enfield 027D,E09000010,Enfield,61.808,835,1,0.689,244,1
E01001462,Enfield 024C,E09000010,Enfield,43.951,3607,2,0.515,2203,1
E01001463,Enfield 031A,E09000010,Enfield,29.617,8469,3,0.417,4785,2
E01001464,Enfield 027E,E09000010,Enfield,38.655,4957,2,0.465,3368,1
E01001465,Enfield 031B,E09000010,Enfield,34.838,6230,2,0.401,5291,2
E01001466,Enfield 031C,E09000010,Enfield,38.259,5078,2,0.489,2776,1
E01001467,Enfield 031D,E09000010,Enfield,36.626,5583,2,0.492,2687,1
E01001468,Enfield 010B,E09000010,Enfield,21.748,13337,4,0.231,13489,4
E01001469,Enfield 008A,E09000010,Enfield,18.781,15689,5,0.258,11811,4
E01001470,Enfield 013B,E09000010,Enfield,10.598,24267,8,0.14,21215,7
E01001471,Enfield 010C,E09000010,Enfield,15.671,18591,6,0.21,14959,5
E01001472,Enfield 010D,E09000010,Enfield,12.94,21515,7,0.191,16339,5
E01001473,Enfield 013C,E09000010,Enfield,12.87,21575,7,0.215,14614,5
E01001474,Enfield 010E,E09000010,Enfield,10.854,23952,8,0.172,17972,6
E01001475,Enfield 013D,E09000010,Enfield,3.555,32248,10,0.074,29446,9
E01001476,Enfield 018A,E09000010,Enfield,38.73,4933,2,0.528,1954,1
E01001477,Enfield 018B,E09000010,Enfield,36.488,5632,2,0.51,2314,1
E01001478,Enfield 016B,E09000010,Enfield,24.254,11587,4,0.306,9242,3
E01001479,Enfield 023A,E09000010,Enfield,51.798,2067,1,0.626,614,1
E01001480,Enfield 024D,E09000010,Enfield,34.286,6433,2,0.431,4330,2
E01001481,Enfield 018C,E09000010,Enfield,35.811,5875,2,0.512,2267,1
E01001482,Enfield 023B,E09000010,Enfield,45.709,3227,1,0.556,1486,1
E01001483,Enfield 025A,E09000010,Enfield,60.116,981,1,0.641,499,1
E01001484,Enfield 016C,E09000010,Enfield,31.676,7510,3,0.465,3352,1
E01001485,Enfield 025B,E09000010,Enfield,47.944,2734,1,0.604,847,1
E01001486,Enfield 025C,E09000010,Enfield,48.67,2597,1,0.583,1104,1
E01001487,Enfield 023C,E09000010,Enfield,45.958,3182,1,0.592,983,1
E01001488,Enfield 024E,E09000010,Enfield,45.859,3201,1,0.612,769,1
E01001489,Enfield 023D,E09000010,Enfield,42.619,3923,2,0.582,1119,1
E01001491,Enfield 023E,E09000010,Enfield,44.036,3589,2,0.542,1722,1
E01001492,Enfield 025E,E09000010,Enfield,38.985,4868,2,0.534,1848,1
E01001493,Enfield 026B,E09000010,Enfield,27.517,9597,3,0.335,7882,3
E01001494,Enfield 026C,E09000010,Enfield,16.974,17301,6,0.243,12767,4
E01001495,Enfield 029A,E09000010,Enfield,19.085,15423,5,0.26,11687,4
E01001496,Enfield 026D,E09000010,Enfield,14.343,20035,6,0.212,14766,5
E01001497,Enfield 031E,E09000010,Enfield,23.26,12267,4,0.306,9240,3
E01001498,Enfield 029B,E09000010,Enfield,25.761,10625,4,0.334,7938,3
E01001499,Enfield 031F,E09000010,Enfield,24.004,11767,4,0.334,7935,3
E01001500,Enfield 035D,E09000010,Enfield,19.918,14788,5,0.245,12618,4
E01001501,Enfield 036E,E09000010,Enfield,31.473,7599,3,0.363,6690,2
E01001502,Enfield 018D,E09000010,Enfield,37.888,5188,2,0.543,1698,1
E01001503,Enfield 018E,E09000010,Enfield,34.947,6190,2,0.457,3586,2
E01001504,Enfield 012B,E09000010,Enfield,29.665,8445,3,0.382,5984,2
E01001505,Enfield 012C,E09000010,Enfield,36.031,5783,2,0.439,4110,2
E01001507,Enfield 012D,E09000010,Enfield,44.612,3449,2,0.472,3192,1
E01001508,Enfield 012E,E09000010,Enfield,41.235,4280,2,0.543,1696,1
E01001509,Enfield 014C,E09000010,Enfield,46.077,3151,1,0.57,1291,1
E01001511,Enfield 016D,E09000010,Enfield,26.549,10161,4,0.363,6686,2
E01001512,Enfield 015D,E09000010,Enfield,21.545,13495,4,0.3,9537,3
E01001513,Enfield 012F,E09000010,Enfield,44.271,3514,2,0.528,1940,1
E01001514,Enfield 016E,E09000010,Enfield,24.344,11526,4,0.35,7194,3
E01001515,Enfield 015E,E09000010,Enfield,43.914,3611,2,0.54,1756,1
E01001516,Enfield 005D,E09000010,Enfield,33.067,6914,3,0.406,5132,2
E01001517,Enfield 006C,E09000010,Enfield,49.475,2449,1,0.584,1092,1
E01001518,Enfield 016F,E09000010,Enfield,21.993,13151,4,0.302,9424,3
E01001520,Enfield 019A,E09000010,Enfield,17.789,16553,5,0.2,15657,5
E01001521,Enfield 028A,E09000010,Enfield,9.74,25266,8,0.159,19219,6
E01001522,Enfield 019B,E09000010,Enfield,18.613,15839,5,0.276,10823,4
E01001523,Enfield 019C,E09000010,Enfield,10.828,23979,8,0.172,17971,6
E01001524,Enfield 019D,E09000010,Enfield,21.494,13535,5,0.268,11265,4
E01001525,Enfield 020E,E09000010,Enfield,18.448,15969,5,0.255,11973,4
E01001526,Enfield 019E,E09000010,Enfield,8.405,26961,8,0.137,21519,7
E01001527,Enfield 036F,E09000010,Enfield,18.817,15651,5,0.246,12548,4
E01001528,Enfield 032B,E09000010,Enfield,33.553,6733,2,0.44,4085,2
E01001529,Enfield 032C,E09000010,Enfield,36.202,5729,2,0.414,4886,2
E01001530,Enfield 032D,E09000010,Enfield,24.03,11752,4,0.294,9830,3
E01001531,Enfield 028B,E09000010,Enfield,5.907,29866,9,0.093,27038,9
E01001532,Enfield 028C,E09000010,Enfield,8.057,27384,9,0.085,28188,9
E01001533,Enfield 028D,E09000010,Enfield,5.207,30666,10,0.051,32035,10
E01001534,Enfield 032E,E09000010,Enfield,15.574,18695,6,0.172,17978,6
E01001535,Enfield 028E,E09000010,Enfield,12.227,22337,7,0.125,22841,7
E01001536,Enfield 008B,E09000010,Enfield,22.423,12852,4,0.259,11753,4
E01001537,Enfield 005E,E09000010,Enfield,16.824,17447,6,0.274,10882,4
E01001538,Enfield 009A,E09000010,Enfield,7.099,28525,9,0.115,23969,8
E01001539,Enfield 009B,E09000010,Enfield,12.936,21517,7,0.176,17550,6
E01001540,Enfield 008C,E09000010,Enfield,16.45,17765,6,0.232,13457,4
E01001541,Enfield 008D,E09000010,Enfield,8.338,27060,9,0.139,21234,7
E01001542,Enfield 008E,E09000010,Enfield,22.785,12606,4,0.317,8717,3
E01001543,Enfield 009C,E09000010,Enfield,9.53,25532,8,0.177,17537,6
E01001544,Enfield 009D,E09000010,Enfield,10.742,24100,8,0.136,21670,7
E01001545,Enfield 002B,E09000010,Enfield,46.973,2950,1,0.566,1349,1
E01001546,Enfield 001C,E09000010,Enfield,37.055,5442,2,0.502,2471,1
E01001547,Enfield 002C,E09000010,Enfield,35.677,5917,2,0.447,3859,2
E01001548,Enfield 002D,E09000010,Enfield,37.974,5162,2,0.487,2809,1
E01001549,Enfield 006D,E09000010,Enfield,49.52,2443,1,0.57,1294,1
E01001550,Enfield 006E,E09000010,Enfield,37.124,5412,2,0.501,2511,1
E01001551,Enfield 002E,E09000010,Enfield,48.122,2698,1,0.525,2002,1
E01001552,Enfield 001D,E09000010,Enfield,30.546,8021,3,0.385,5879,2
E01001553,Enfield 037B,E09000010,Enfield,40.337,4497,2,0.504,2444,1
E01001554,Enfield 037C,E09000010,Enfield,58.598,1140,1,0.643,481,1
E01001555,Enfield 033C,E09000010,Enfield,41.961,4076,2,0.527,1962,1
E01001556,Enfield 035E,E09000010,Enfield,26.093,10438,4,0.332,8017,3
E01001557,Enfield 033D,E09000010,Enfield,38.959,4878,2,0.528,1942,1
E01001558,Enfield 033E,E09000010,Enfield,49.692,2416,1,0.503,2462,1
E01001559,Enfield 033F,E09000010,Enfield,42.997,3828,2,0.491,2724,1
E01001560,Enfield 035F,E09000010,Enfield,34.028,6533,2,0.398,5390,2
E01001562,Enfield 037D,E09000010,Enfield,46.589,3033,1,0.54,1759,1
E01001563,Enfield 029C,E09000010,Enfield,19.529,15072,5,0.259,11737,4
E01001564,Enfield 022B,E09000010,Enfield,10.355,24551,8,0.129,22398,7
E01001565,Enfield 029D,E09000010,Enfield,15.036,19294,6,0.238,13038,4
E01001566,Enfield 029E,E09000010,Enfield,15.801,18452,6,0.169,18171,6
E01001567,Enfield 022C,E09000010,Enfield,5.174,30699,10,0.074,29527,9
E01001568,Enfield 022D,E09000010,Enfield,3.057,32676,10,0.053,31826,10
E01001569,Enfield 022E,E09000010,Enfield,19.121,15404,5,0.235,13218,4
E01001570,Enfield 026E,E09000010,Enfield,21.263,13703,5,0.261,11656,4
E01001571,Greenwich 008A,E09000011,Greenwich,18.439,15976,5,0.199,15741,5
E01001572,Greenwich 008B,E09000011,Greenwich,19.662,14973,5,0.245,12570,4
E01001573,Greenwich 008C,E09000011,Greenwich,20.711,14158,5,0.243,12756,4
E01001574,Greenwich 008D,E09000011,Greenwich,40.635,4424,2,0.416,4801,2
E01001575,Greenwich 003A,E09000011,Greenwich,39.427,4724,2,0.43,4388,2
E01001576,Greenwich 003B,E09000011,Greenwich,33.654,6693,2,0.394,5519,2
E01001577,Greenwich 003C,E09000011,Greenwich,29.677,8433,3,0.354,7023,3
E01001578,Greenwich 003D,E09000011,Greenwich,26.648,10085,3,0.316,8747,3
E01001579,Greenwich 003E,E09000011,Greenwich,31.564,7559,3,0.372,6344,2
E01001580,Greenwich 021A,E09000011,Greenwich,10.79,24040,8,0.12,23398,7
E01001581,Greenwich 016A,E09000011,Greenwich,22.196,12996,4,0.254,12011,4
E01001582,Greenwich 021B,E09000011,Greenwich,21.967,13179,4,0.245,12605,4
E01001583,Greenwich 021C,E09000011,Greenwich,11.826,22794,7,0.126,22724,7
E01001584,Greenwich 021D,E09000011,Greenwich,8.838,26410,8,0.095,26725,8
E01001585,Greenwich 016B,E09000011,Greenwich,12.983,21471,7,0.15,20104,6
E01001586,Greenwich 016C,E09000011,Greenwich,18.939,15547,5,0.235,13209,4
E01001587,Greenwich 016D,E09000011,Greenwich,10.41,24478,8,0.125,22781,7
E01001588,Greenwich 012A,E09000011,Greenwich,29.917,8323,3,0.329,8147,3
E01001589,Greenwich 012B,E09000011,Greenwich,28.844,8852,3,0.346,7365,3
E01001590,Greenwich 014A,E09000011,Greenwich,19.061,15441,5,0.217,14458,5
E01001591,Greenwich 012C,E09000011,Greenwich,30.883,7855,3,0.362,6750,2
E01001592,Greenwich 014B,E09000011,Greenwich,11.865,22748,7,0.157,19402,6
E01001593,Greenwich 014C,E09000011,Greenwich,10.999,23787,8,0.113,24313,8
E01001594,Greenwich 014D,E09000011,Greenwich,27.934,9345,3,0.41,4998,2
E01001595,Greenwich 012D,E09000011,Greenwich,22.897,12529,4,0.322,8452,3
E01001596,Greenwich 032A,E09000011,Greenwich,6.247,29465,9,0.073,29634,9
E01001597,Greenwich 031A,E09000011,Greenwich,15.381,18910,6,0.147,20388,7
E01001598,Greenwich 031B,E09000011,Greenwich,12.161,22409,7,0.139,21263,7
E01001599,Greenwich 032B,E09000011,Greenwich,19.284,15294,5,0.25,12290,4
E01001600,Greenwich 032C,E09000011,Greenwich,17.427,16892,6,0.162,18918,6
E01001601,Greenwich 032D,E09000011,Greenwich,10.344,24571,8,0.108,24908,8
E01001602,Greenwich 031C,E09000011,Greenwich,35.203,6102,2,0.399,5341,2
E01001603,Greenwich 031D,E09000011,Greenwich,36.943,5471,2,0.423,4581,2
E01001604,Greenwich 027A,E09000011,Greenwich,15.649,18617,6,0.158,19341,6
E01001605,Greenwich 023A,E09000011,Greenwich,5.196,30679,10,0.043,32609,10
E01001606,Greenwich 023B,E09000011,Greenwich,4.764,31164,10,0.059,31283,10
E01001607,Greenwich 027B,E09000011,Greenwich,17.103,17174,6,0.166,18448,6
E01001608,Greenwich 027C,E09000011,Greenwich,9.467,25613,8,0.109,24873,8
E01001609,Greenwich 027D,E09000011,Greenwich,21.519,13521,5,0.197,15875,5
E01001610,Greenwich 023C,E09000011,Greenwich,11.641,23010,7,0.153,19752,6
E01001611,Greenwich 023D,E09000011,Greenwich,17.763,16579,5,0.196,15996,5
E01001613,Greenwich 028A,E09000011,Greenwich,22.365,12894,4,0.262,11593,4
E01001614,Greenwich 028B,E09000011,Greenwich,5.293,30579,10,0.062,30973,10
E01001615,Greenwich 028C,E09000011,Greenwich,20.378,14430,5,0.211,14850,5
E01001617,Greenwich 028D,E09000011,Greenwich,12.673,21806,7,0.139,21340,7
E01001618,Greenwich 030C,E09000011,Greenwich,19.484,15105,5,0.249,12371,4
E01001619,Greenwich 030D,E09000011,Greenwich,12.829,21625,7,0.178,17397,6
E01001620,Greenwich 025A,E09000011,Greenwich,32.802,7031,3,0.403,5196,2
E01001621,Greenwich 025B,E09000011,Greenwich,28.283,9166,3,0.324,8390,3
E01001623,Greenwich 025C,E09000011,Greenwich,22.305,12926,4,0.297,9695,3
E01001624,Greenwich 025D,E09000011,Greenwich,22.542,12754,4,0.264,11462,4
E01001625,Greenwich 025E,E09000011,Greenwich,39.719,4658,2,0.404,5173,2
E01001629,Greenwich 009A,E09000011,Greenwich,33.938,6570,2,0.379,6092,2
E01001631,Greenwich 007B,E09000011,Greenwich,41.784,4130,2,0.471,3214,1
E01001632,Greenwich 007C,E09000011,Greenwich,32.353,7233,3,0.346,7362,3
E01001633,Greenwich 009B,E09000011,Greenwich,31.274,7684,3,0.366,6557,2
E01001634,Greenwich 009C,E09000011,Greenwich,35.71,5902,2,0.444,3929,2
E01001635,Greenwich 007D,E09000011,Greenwich,28.026,9292,3,0.312,8931,3
E01001636,Greenwich 007E,E09000011,Greenwich,29.402,8574,3,0.311,8979,3
E01001637,Greenwich 009D,E09000011,Greenwich,30.893,7846,3,0.321,8515,3
E01001638,Greenwich 038A,E09000011,Greenwich,36.513,5625,2,0.448,3817,2
E01001641,Greenwich 038B,E09000011,Greenwich,15.421,18863,6,0.135,21760,7
E01001642,Greenwich 038C,E09000011,Greenwich,14.184,20206,6,0.109,24825,8
E01001644,Greenwich 038D,E09000011,Greenwich,16.761,17506,6,0.153,19821,6
E01001645,Greenwich 022A,E09000011,Greenwich,23.788,11915,4,0.304,9322,3
E01001646,Greenwich 019A,E09000011,Greenwich,25.76,10626,4,0.358,6890,3
E01001647,Greenwich 022B,E09000011,Greenwich,14.621,19740,6,0.164,18646,6
E01001648,Greenwich 022C,E09000011,Greenwich,17.972,16382,5,0.195,16078,5
E01001649,Greenwich 022D,E09000011,Greenwich,27.132,9811,3,0.374,6241,2
E01001650,Greenwich 019B,E09000011,Greenwich,28.543,9016,3,0.339,7687,3
E01001651,Greenwich 019C,E09000011,Greenwich,36.619,5587,2,0.396,5445,2
E01001652,Greenwich 019D,E09000011,Greenwich,17.805,16534,5,0.216,14544,5
E01001653,Greenwich 029A,E09000011,Greenwich,41.366,4249,2,0.491,2716,1
E01001654,Greenwich 029B,E09000011,Greenwich,35.881,5837,2,0.391,5640,2
E01001655,Greenwich 029C,E09000011,Greenwich,44.327,3503,2,0.44,4073,2
E01001656,Greenwich 034A,E09000011,Greenwich,16.31,17916,6,0.21,14944,5
E01001657,Greenwich 034B,E09000011,Greenwich,12.869,21577,7,0.145,20652,7
E01001658,Greenwich 034C,E09000011,Greenwich,16.872,17399,6,0.251,12204,4
E01001659,Greenwich 034D,E09000011,Greenwich,16.258,17984,6,0.163,18803,6
E01001660,Greenwich 029D,E09000011,Greenwich,30.812,7893,3,0.348,7276,3
E01001661,Greenwich 029E,E09000011,Greenwich,30.241,8163,3,0.327,8221,3
E01001664,Greenwich 037B,E09000011,Greenwich,15.079,19236,6,0.147,20452,7
E01001665,Greenwich 037C,E09000011,Greenwich,17.533,16803,5,0.19,16394,5
E01001666,Greenwich 041G,E09000011,Greenwich,19.371,15215,5,0.2,15677,5
E01001669,Greenwich 033A,E09000011,Greenwich,31.245,7700,3,0.347,7318,3
E01001671,Greenwich 033B,E09000011,Greenwich,28.551,9013,3,0.35,7231,3
E01001672,Greenwich 006A,E09000011,Greenwich,31.73,7486,3,0.376,6167,2
E01001673,Greenwich 006B,E09000011,Greenwich,35.867,5845,2,0.341,7606,3
E01001674,Greenwich 006C,E09000011,Greenwich,28.015,9297,3,0.321,8496,3
E01001675,Greenwich 006D,E09000011,Greenwich,31.99,7377,3,0.292,9990,3
E01001676,Greenwich 033C,E09000011,Greenwich,35.241,6083,2,0.393,5579,2
E01001677,Greenwich 006E,E09000011,Greenwich,29.135,8717,3,0.323,8437,3
E01001678,Greenwich 017A,E09000011,Greenwich,20.479,14347,5,0.223,14048,5
E01001679,Greenwich 020A,E09000011,Greenwich,14.636,19726,6,0.171,18032,6
E01001680,Greenwich 020B,E09000011,Greenwich,8.413,26956,8,0.132,22052,7
E01001681,Greenwich 020C,E09000011,Greenwich,16.705,17552,6,0.179,17301,6
E01001682,Greenwich 020D,E09000011,Greenwich,18.487,15938,5,0.215,14608,5
E01001683,Greenwich 017B,E09000011,Greenwich,26.46,10210,4,0.281,10548,4
E01001684,Greenwich 017C,E09000011,Greenwich,23.476,12145,4,0.312,8954,3
E01001685,Greenwich 017D,E09000011,Greenwich,21.588,13451,4,0.269,11156,4
E01001686,Greenwich 020E,E09000011,Greenwich,26.075,10446,4,0.322,8443,3
E01001687,Greenwich 002A,E09000011,Greenwich,42.02,4057,2,0.31,9059,3
E01001688,Greenwich 002B,E09000011,Greenwich,28.754,8905,3,0.334,7942,3
E01001690,Greenwich 001A,E09000011,Greenwich,34.573,6334,2,0.43,4387,2
E01001692,Greenwich 001B,E09000011,Greenwich,34.153,6477,2,0.418,4730,2
E01001693,Greenwich 001C,E09000011,Greenwich,42.26,4005,2,0.467,3325,1
E01001694,Greenwich 001D,E09000011,Greenwich,27.06,9854,3,0.36,6795,3
E01001695,Greenwich 011A,E09000011,Greenwich,29.897,8332,3,0.344,7467,3
E01001696,Greenwich 011B,E09000011,Greenwich,26.799,9991,3,0.339,7677,3
E01001697,Greenwich 011C,E09000011,Greenwich,29.021,8778,3,0.36,6789,3
E01001698,Greenwich 015A,E09000011,Greenwich,33.309,6824,3,0.394,5530,2
E01001699,Greenwich 015B,E09000011,Greenwich,23.688,12003,4,0.308,9154,3
E01001700,Greenwich 011D,E09000011,Greenwich,28.01,9298,3,0.319,8615,3
E01001701,Greenwich 015C,E09000011,Greenwich,24.676,11320,4,0.303,9415,3
E01001702,Greenwich 015D,E09000011,Greenwich,33.813,6625,2,0.477,3078,1
E01001703,Greenwich 011E,E09000011,Greenwich,37.618,5250,2,0.447,3837,2
E01001704,Greenwich 011F,E09000011,Greenwich,27.003,9886,3,0.275,10836,4
E01001705,Greenwich 005A,E09000011,Greenwich,35.449,6004,2,0.417,4783,2
E01001708,Greenwich 005C,E09000011,Greenwich,16.801,17469,6,0.206,15222,5
E01001710,Greenwich 005D,E09000011,Greenwich,37.621,5249,2,0.489,2769,1
E01001712,Greenwich 042A,E09000011,Greenwich,37.915,5180,2,0.455,3641,2
E01001714,Hackney 002A,E09000012,Hackney,26.219,10378,4,0.36,6819,3
E01001715,Hackney 007A,E09000012,Hackney,24.08,11713,4,0.255,11992,4
E01001716,Hackney 007B,E09000012,Hackney,37.08,5436,2,0.444,3950,2
E01001717,Hackney 007C,E09000012,Hackney,22.057,13095,4,0.331,8081,3
E01001718,Hackney 007D,E09000012,Hackney,19.815,14863,5,0.131,22183,7
E01001719,Hackney 007E,E09000012,Hackney,27.931,9350,3,0.355,6991,3
E01001720,Hackney 007F,E09000012,Hackney,15.668,18595,6,0.158,19272,6
E01001722,Hackney 029A,E09000012,Hackney,46.648,3020,1,0.659,377,1
E01001723,Hackney 006A,E09000012,Hackney,29.294,8633,3,0.527,1965,1
E01001724,Hackney 006B,E09000012,Hackney,25.056,11077,4,0.319,8603,3
E01001725,Hackney 004A,E09000012,Hackney,46.434,3066,1,0.828,14,1
E01001726,Hackney 004B,E09000012,Hackney,50.774,2236,1,0.766,65,1
E01001727,Hackney 006C,E09000012,Hackney,34.575,6332,2,0.569,1313,1
E01001728,Hackney 029B,E09000012,Hackney,49.338,2472,1,0.77,57,1
E01001729,Hackney 019A,E09000012,Hackney,46.108,3140,1,0.496,2597,1
E01001730,Hackney 019B,E09000012,Hackney,37.5,5291,2,0.445,3923,2
E01001731,Hackney 017A,E09000012,Hackney,28.311,9155,3,0.308,9135,3
E01001732,Hackney 019C,E09000012,Hackney,42.607,3925,2,0.511,2281,1
E01001733,Hackney 015A,E09000012,Hackney,20.212,14541,5,0.234,13318,4
E01001734,Hackney 017B,E09000012,Hackney,31.604,7543,3,0.341,7605,3
E01001735,Hackney 019D,E09000012,Hackney,28.728,8921,3,0.309,9089,3
E01001736,Hackney 012A,E09000012,Hackney,14.801,19539,6,0.214,14674,5
E01001737,Hackney 012B,E09000012,Hackney,16.567,17680,6,0.22,14212,5
E01001738,Hackney 012C,E09000012,Hackney,21.983,13164,4,0.26,11705,4
E01001739,Hackney 012D,E09000012,Hackney,19.797,14877,5,0.205,15308,5
E01001740,Hackney 014A,E09000012,Hackney,35.281,6066,2,0.46,3491,2
E01001741,Hackney 009A,E09000012,Hackney,12.44,22092,7,0.151,19981,6
E01001742,Hackney 008A,E09000012,Hackney,24.271,11574,4,0.293,9905,3
E01001744,Hackney 031A,E09000012,Hackney,23.684,12008,4,0.29,10093,3
E01001745,Hackney 016A,E09000012,Hackney,39.363,4747,2,0.465,3353,1
E01001746,Hackney 016B,E09000012,Hackney,34.524,6355,2,0.475,3120,1
E01001747,Hackney 014B,E09000012,Hackney,27.36,9680,3,0.387,5770,2
E01001749,Hackney 020B,E09000012,Hackney,24.252,11588,4,0.265,11388,4
E01001750,Hackney 031D,E09000012,Hackney,27.265,9723,3,0.36,6817,3
E01001751,Hackney 031B,E09000012,Hackney,10.911,23883,8,0.095,26700,8
E01001753,Hackney 025B,E09000012,Hackney,41.691,4158,2,0.55,1597,1
E01001755,Hackney 025D,E09000012,Hackney,36.867,5498,2,0.462,3448,2
E01001756,Hackney 030C,E09000012,Hackney,18.577,15870,5,0.187,16645,5
E01001757,Hackney 016C,E09000012,Hackney,38.237,5085,2,0.46,3492,2
E01001758,Hackney 016D,E09000012,Hackney,33.782,6639,2,0.443,3982,2
E01001759,Hackney 016E,E09000012,Hackney,25.7,10661,4,0.328,8194,3
E01001760,Hackney 017C,E09000012,Hackney,34.548,6348,2,0.319,8596,3
E01001761,Hackney 016F,E09000012,Hackney,38.579,4975,2,0.459,3532,2
E01001762,Hackney 017D,E09000012,Hackney,48.628,2609,1,0.251,12215,4
E01001763,Hackney 020C,E09000012,Hackney,25.334,10909,4,0.331,8077,3
E01001764,Hackney 010A,E09000012,Hackney,29.0,8792,3,0.389,5714,2
E01001765,Hackney 010B,E09000012,Hackney,40.027,4560,2,0.483,2932,1
E01001767,Hackney 010D,E09000012,Hackney,27.889,9378,3,0.337,7759,3
E01001768,Hackney 006D,E09000012,Hackney,22.902,12525,4,0.311,9004,3
E01001769,Hackney 006E,E09000012,Hackney,21.206,13753,5,0.258,11826,4
E01001770,Hackney 010E,E09000012,Hackney,37.024,5449,2,0.468,3291,1
E01001772,Hackney 024A,E09000012,Hackney,30.028,8257,3,0.398,5399,2
E01001773,Hackney 025E,E09000012,Hackney,28.404,9100,3,0.374,6244,2
E01001774,Hackney 024B,E09000012,Hackney,25.303,10920,4,0.33,8119,3
E01001775,Hackney 024C,E09000012,Hackney,34.962,6187,2,0.407,5099,2
E01001776,Hackney 025F,E09000012,Hackney,30.685,7955,3,0.376,6183,2
E01001777,Hackney 033A,E09000012,Hackney,20.449,14374,5,0.268,11253,4
E01001780,Hackney 032D,E09000012,Hackney,34.021,6535,2,0.398,5407,2
E01001781,Hackney 026B,E09000012,Hackney,41.052,4329,2,0.471,3211,1
E01001783,Hackney 026D,E09000012,Hackney,40.391,4481,2,0.465,3356,1
E01001784,Hackney 032A,E09000012,Hackney,29.799,8377,3,0.42,4669,2
E01001785,Hackney 015B,E09000012,Hackney,22.754,12624,4,0.272,11018,4
E01001786,Hackney 013A,E09000012,Hackney,36.321,5683,2,0.427,4453,2
E01001787,Hackney 013B,E09000012,Hackney,41.674,4163,2,0.498,2559,1
E01001788,Hackney 013C,E09000012,Hackney,39.925,4591,2,0.482,2937,1
E01001789,Hackney 015C,E09000012,Hackney,22.572,12736,4,0.263,11490,4
E01001790,Hackney 013D,E09000012,Hackney,39.097,4831,2,0.516,2183,1
E01001791,Hackney 015D,E09000012,Hackney,31.126,7753,3,0.369,6465,2
E01001792,Hackney 011A,E09000012,Hackney,29.623,8466,3,0.33,8097,3
E01001793,Hackney 011B,E09000012,Hackney,24.416,11480,4,0.26,11715,4
E01001794,Hackney 011C,E09000012,Hackney,19.319,15261,5,0.186,16755,5
E01001795,Hackney 011D,E09000012,Hackney,27.27,9720,3,0.27,11110,4
E01001796,Hackney 011E,E09000012,Hackney,31.654,7521,3,0.331,8069,3
E01001798,Hackney 028A,E09000012,Hackney,39.079,4837,2,0.482,2953,1
E01001799,Hackney 003A,E09000012,Hackney,46.542,3046,1,0.901,7,1
E01001800,Hackney 004C,E09000012,Hackney,61.174,890,1,0.939,4,1
E01001801,Hackney 008B,E09000012,Hackney,36.683,5566,2,0.566,1355,1
E01001802,Hackney 003B,E09000012,Hackney,39.54,4694,2,0.557,1483,1
E01001803,Hackney 008C,E09000012,Hackney,15.934,18309,6,0.291,10021,3
E01001804,Hackney 003C,E09000012,Hackney,44.431,3482,2,0.72,151,1
E01001805,Hackney 009B,E09000012,Hackney,26.763,10015,3,0.385,5866,2
E01001806,Hackney 008D,E09000012,Hackney,26.337,10291,4,0.277,10760,4
E01001807,Hackney 003D,E09000012,Hackney,45.057,3343,1,0.681,276,1
E01001808,Hackney 001A,E09000012,Hackney,58.04,1212,1,0.779,44,1
E01001809,Hackney 001B,E09000012,Hackney,49.545,2438,1,0.764,67,1
E01001811,Hackney 002D,E09000012,Hackney,45.614,3243,1,0.611,783,1
E01001812,Hackney 003E,E09000012,Hackney,49.978,2374,1,0.784,39,1
E01001813,Hackney 002E,E09000012,Hackney,43.494,3705,2,0.518,2123,1
E01001814,Hackney 001C,E09000012,Hackney,50.941,2200,1,0.815,20,1
E01001815,Hackney 024D,E09000012,Hackney,32.31,7248,3,0.41,4986,2
E01001816,Hackney 020D,E09000012,Hackney,23.426,12171,4,0.271,11094,4
E01001819,Hackney 020E,E09000012,Hackney,23.044,12408,4,0.285,10351,4
E01001820,Hackney 024E,E09000012,Hackney,33.499,6755,3,0.42,4685,2
E01001821,Hackney 024F,E09000012,Hackney,38.415,5021,2,0.445,3908,2
E01001822,Hackney 029C,E09000012,Hackney,58.402,1166,1,0.716,162,1
E01001823,Hackney 001D,E09000012,Hackney,50.835,2222,1,0.852,10,1
E01001824,Hackney 004D,E09000012,Hackney,57.598,1258,1,0.777,46,1
E01001825,Hackney 001E,E09000012,Hackney,48.002,2725,1,0.745,95,1
E01001826,Hackney 004E,E09000012,Hackney,56.611,1380,1,0.998,1,1
E01001827,Hackney 029D,E09000012,Hackney,55.599,1523,1,0.717,156,1
E01001828,Hackney 028B,E09000012,Hackney,41.342,4255,2,0.503,2451,1
E01001829,Hackney 009C,E09000012,Hackney,10.61,24244,8,0.112,24453,8
E01001830,Hackney 014C,E09000012,Hackney,29.563,8486,3,0.364,6632,2
E01001831,Hackney 009D,E09000012,Hackney,25.668,10689,4,0.287,10218,4
E01001832,Hackney 009E,E09000012,Hackney,24.419,11479,4,0.24,12906,4
E01001833,Hackney 014D,E09000012,Hackney,29.268,8648,3,0.353,7081,3
E01001834,Hackney 014E,E09000012,Hackney,25.061,11073,4,0.326,8269,3
