evse_uid,total_duration_min,location_id,latitude,longitude,ur_j
030bd6ea03c294f2723e2530a4bf97c9,337.21666666666664,2IQVTKT,51.545383,-0.006617,0.007805941358024691
030c3c4d317177edb5b21e7fd97c7157,712.5333333333334,1QKCD8P,51.430302,0.086461,0.01649382716049383
030e9427f3a629cdb9bd4b3179f945dc,2071.383333333333,B8SRYHR,51.515368,-0.03221,0.047948688271604936
030e9f052a98838d64bc0fe38325ed43,363.21666665,1H4JKEQ,51.44983,-0.325169,0.008407793209490741
03157119a2d345b4a2ab56866a070f4b,10.166666666666666,0FYZHJA,51.455125,-0.071126,0.0002353395061728395
0316be75943c0a76ea1a29ff8b218c22,1512.7999999833337,WDUTMQS,51.559123,-0.103659,0.03501851851813272
0316d567eb794078926bda009457bd43,1770.6666666666667,ALBIMV5,51.521065,-0.184882,0.04098765432098766
03174001f849d8ab71112fa26eb2f94f,1933.0,A4NI7HA,51.531837,-0.098799,0.04474537037037037
03198d37a2dcdbe978867a5a23f31cd6,1476.9333333333334,RF9S8ZO,51.545941,-0.188853,0.03418827160493827
031a07f577834f25ae33099b5082822b,2057.7499999333336,TY1BOPX,51.527917,-0.178022,0.04763310185030865
031f79b38c0045dbaf8e9d4f206b5220,265.03333333333336,QZ3QWBN,51.490697,-0.237772,0.006135030864197532
032379d2b9b4501466ac62bd61b1e695,1780.249999983333,VG165XU,51.538986,-0.100178,0.04120949074035493
032759fc814f45c9a6e9e2c5f709007d,634.1333333333333,RMJBCP1,51.554663,-0.044092,0.014679012345679011
032c3be68be540f7b706c217bcc06bee,1949.86666665,ZH0AEHM,51.51745,-0.115538,0.04513580246875
